Syllabe,Occurrences,Pourcentage
kup,6,0.04
kuR,11,0.07
nam,3,0.02
di,42,0.28
Rje~,35,0.23
plyz,16,0.11
ZE,13,0.09
me~,144,0.97
je,76,0.51
zj2,74,0.5
spEt,3,0.02
ki,4,0.03
jC,80,0.54
glas,5,0.03
jaR,13,0.09
ROk,12,0.08
ROS,7,0.05
spiR,5,0.03
sjEl,176,1.18
tRC,8,0.05
ve~,77,0.52
sEn,4,0.03
RAt,26,0.17
siz,8,0.05
pte,9,0.06
paz,51,0.34
d2z,1,0.01
tniR,1,0.01
bje~,17,0.11
kle,4,0.03
njaR,6,0.04
do,9,0.06
spE,15,0.1
Riz,4,0.03
de,26,0.17
vag,14,0.09
fRC,59,0.4
s2,4,0.03
fil,24,0.16
swe~,7,0.05
tje~,17,0.11
gROt,7,0.05
Sez,8,0.05
jz,6,0.04
s2R,23,0.15
pe,53,0.36
zA,41,0.28
tEl,31,0.21
Rve,4,0.03
Ro,16,0.11
nEZ,12,0.08
bl2,11,0.07
fAt,6,0.04
to,25,0.17
sAz,16,0.11
Rul,4,0.03
mjez,1,0.01
gA,9,0.06
kOR,41,0.28
las,18,0.12
dj2,216,1.45
lOR,19,0.13
bRa,23,0.15
gut,7,0.05
mje,17,0.11
dEl,9,0.06
mER,57,0.38
Rde,11,0.07
kRi,28,0.19
vaj,8,0.05
zOR,5,0.03
nj,21,0.14
po,19,0.13
ste~,35,0.23
tam,2,0.01
myR,21,0.14
bo,56,0.38
t2z,2,0.01
Rme~z,1,0.01
se~,74,0.5
b2f,4,0.03
SaR,13,0.09
S9R,12,0.08
dwa,19,0.13
ZwA,1,0.01
Rwat,9,0.06
pwa,9,0.06
tRo,11,0.07
sOk,3,0.02
RSA,7,0.05
jaZ,4,0.03
kym,10,0.07
bi,7,0.05
fAz,9,0.06
me~z,10,0.07
mAs,7,0.05
njER,3,0.02
Rbit,1,0.01
lCd,12,0.08
t9R,42,0.28
ti,17,0.11
vaz,2,0.01
RSom,1,0.01
zit,3,0.02
paR,22,0.15
la,27,0.18
o,56,0.38
sAs,14,0.09
lo,12,0.08
vit,8,0.05
gRas,4,0.03
tik,3,0.02
ko,22,0.15
pi,18,0.12
pRi,51,0.34
maZ,9,0.06
sez,4,0.03
vAt,20,0.13
ZA,9,0.06
lAt,10,0.07
taR,6,0.04
gRe~,2,0.01
ty,26,0.17
sjC,79,0.53
vwaz,12,0.08
lER,16,0.11
d9R,19,0.13
lH9R,16,0.11
gid,5,0.03
fl9R,33,0.22
le~,9,0.06
glis,1,0.01
RvEj,2,0.01
pC,7,0.05
l9R,48,0.32
flAz,2,0.01
stER,5,0.03
lA,64,0.43
dyz,5,0.03
RHi,19,0.13
vAz,10,0.07
sjal,2,0.01
sfE,3,0.02
tREz,3,0.02
tif,22,0.15
nj2,4,0.03
t@,1,0.01
pA,11,0.07
SA,43,0.29
dj2z,4,0.03
mez,5,0.03
tOn,9,0.06
Som,3,0.02
ple~,11,0.07
ze,87,0.58
pER,17,0.11
tAt,14,0.09
ny,28,0.19
dA,36,0.24
lez,3,0.02
ji,13,0.09
Rne,19,0.13
sjCz,7,0.05
vA,101,0.68
sEd,4,0.03
nj9R,57,0.38
Rli,3,0.02
lu,7,0.05
stAs,4,0.03
dE,14,0.09
Rti,6,0.04
kRE,15,0.1
dat,3,0.02
v9R,10,0.07
fAZ,3,0.02
Rtym,7,0.05
El,15,0.1
v2,19,0.13
Es,1,0.01
tna,1,0.01
zin,1,0.01
nuz,10,0.07
dtOR,24,0.16
nHiz,10,0.07
ly,13,0.09
bRi,26,0.17
sEs,5,0.03
paZ,2,0.01
Rfe~,15,0.1
niR,61,0.41
gal,10,0.07
Ra,46,0.31
Za,22,0.15
dOR,16,0.11
by,6,0.04
stAz,2,0.01
tje,58,0.39
pit,2,0.01
RSe,18,0.12
du,17,0.11
Rme,23,0.15
nu,43,0.29
sy,23,0.15
djER,4,0.03
flA,9,0.06
fC,22,0.15
je~,2,0.01
tyd,7,0.05
tCb,19,0.13
fER,24,0.16
bli,12,0.08
pREz,7,0.05
pe~,12,0.08
zj2z,21,0.14
sjER,7,0.05
pRE,12,0.08
ROR,12,0.08
RtEl,46,0.31
lAz,5,0.03
g9R,3,0.02
plCZ,2,0.01
plEt,6,0.04
Rle,16,0.11
nC,65,0.44
RnEl,40,0.27
de~,24,0.16
vwa,85,0.57
Rte,39,0.26
tRA,9,0.06
flam,3,0.02
lCz,2,0.01
e,14,0.09
nje,28,0.19
lEn,5,0.03
nHi,93,0.62
am,43,0.29
lAs,23,0.15
nA,36,0.24
sE,34,0.23
lAp,4,0.03
jER,11,0.07
tiZ,2,0.01
f2j,1,0.01
lyn,2,0.01
lyt,5,0.03
mus,6,0.04
l2j,19,0.13
dAt,12,0.08
vE,39,0.26
So,11,0.07
bim,12,0.08
nys,3,0.02
flo,30,0.2
nEl,4,0.03
Ru,9,0.06
Ze,60,0.4
skE,2,0.01
liR,12,0.08
vo,28,0.19
sa,8,0.05
jAt,11,0.07
siv,2,0.01
vwaR,46,0.31
lid,1,0.01
ksE,4,0.03
stAt,3,0.02
zaR,29,0.19
RAs,23,0.15
mwe~z,6,0.04
m2z,3,0.02
fRAd,1,0.01
zER,48,0.32
k9R,19,0.13
jAz,2,0.01
RfA,1,0.01
Ril,7,0.05
ge,9,0.06
pEn,12,0.08
Ct,4,0.03
Z2,10,0.07
RmA,14,0.09
lwaR,17,0.11
pREm,4,0.03
ple,8,0.05
glo,8,0.05
fHit,3,0.02
REt,14,0.09
pEl,9,0.06
tEn,2,0.01
ksA,13,0.09
lin,11,0.07
mHE,11,0.07
Rso,18,0.12
ktim,1,0.01
laZ,4,0.03
mCd,32,0.21
RtA,25,0.17
ljER,1,0.01
fOR,14,0.09
mEn,12,0.08
bRCz,2,0.01
dmiR,2,0.01
RpyR,2,0.01
tRi,12,0.08
SE,7,0.05
m9R,16,0.11
ZwE,3,0.02
pwaR,20,0.13
sAt,23,0.15
flOt,2,0.01
gRA,6,0.04
vOl,8,0.05
bHe~,5,0.03
ke,4,0.03
gREt,1,0.01
ste~t,1,0.01
Rk9j,6,0.04
m2,5,0.03
suR,2,0.01
tEt,18,0.12
kRit,2,0.01
fy,8,0.05
klER,17,0.11
mfis,1,0.01
tys,2,0.01
R9R,29,0.19
k2,3,0.02
doz,1,0.01
Rwa,50,0.34
njA,8,0.05
lE,37,0.25
RsiR,2,0.01
bu,13,0.09
tE,38,0.26
lbCt,1,0.01
RmiR,6,0.04
RtEt,1,0.01
nE,21,0.14
sEt,6,0.04
tu,12,0.08
RtE,5,0.03
RfE,7,0.05
sij,2,0.01
pt2R,1,0.01
vRA,9,0.06
Si,25,0.17
sje,21,0.14
pOR,5,0.03
Rdy,10,0.07
RjA,4,0.03
k2z,2,0.01
ma,13,0.09
dit,10,0.07
vu,29,0.19
kla,8,0.05
dEn,2,0.01
RSC,3,0.02
pRez,1,0.01
kjEt,2,0.01
tRe,15,0.1
Rse~,3,0.02
nwe,3,0.02
2j,15,0.1
f2z,4,0.03
dREt,1,0.01
fiR,6,0.04
sfER,3,0.02
mjEn,2,0.01
tREt,5,0.03
jiR,9,0.06
sj2,33,0.22
fHi,16,0.11
Roz,8,0.05
ptez,1,0.01
skif,6,0.04
skyR,21,0.14
Rbe,5,0.03
til,30,0.2
pCt,4,0.03
RZuR,3,0.02
Rg2j,9,0.06
glA,12,0.08
Swe,1,0.01
RtC,1,0.01
nti,2,0.01
mjER,12,0.08
fwaz,10,0.07
li,35,0.23
lj2z,4,0.03
Z2z,2,0.01
gRe,26,0.17
RbOR,2,0.01
RmEm,3,0.02
mEz,12,0.08
naZ,2,0.01
ze~,3,0.02
stal,7,0.05
tyR,29,0.19
fRap,2,0.01
tREv,1,0.01
at,2,0.01
pli,16,0.11
dji,8,0.05
RmEj,1,0.01
R2z,4,0.03
k9j,3,0.02
ZEs,4,0.03
RZe,17,0.11
vje,2,0.01
SiR,9,0.06
bEn,1,0.01
Rj9R,4,0.03
lAg,6,0.04
tH2,3,0.02
maz,3,0.02
vRiR,5,0.03
sOR,19,0.13
nez,4,0.03
bA,15,0.1
tal,20,0.13
blik,2,0.01
Rje,6,0.04
aS,1,0.01
lj2,20,0.13
pEz,11,0.07
nAt,6,0.04
ste,13,0.09
bwaz,3,0.02
sol,1,0.01
miR,10,0.07
tez,6,0.04
s9j,8,0.05
nis,1,0.01
stik,3,0.02
pas,6,0.04
kREz,2,0.01
Rv2,3,0.02
Rvi,5,0.03
sje~,5,0.03
dHi,8,0.05
blAt,5,0.03
At,10,0.07
Rsyz,1,0.01
lAZ,3,0.02
plA,1,0.01
tRon,4,0.03
kRez,4,0.03
be~,2,0.01
pj2,5,0.03
REz,6,0.04
n2z,3,0.02
bil,9,0.06
st9R,10,0.07
RdA,10,0.07
plEn,8,0.05
Rval,2,0.01
RZA,4,0.03
zwa,1,0.01
jal,2,0.01
C,4,0.03
pRe~s,1,0.01
vis,4,0.03
swa,19,0.13
kse,3,0.02
lEt,9,0.06
tot,3,0.02
lEz,4,0.03
zjC,13,0.09
d2j,5,0.03
zi,10,0.07
Rgan,1,0.01
p2z,1,0.01
RtiR,10,0.07
vje~,13,0.09
vin,5,0.03
sip,1,0.01
dmEm,1,0.01
buS,7,0.05
kut,3,0.02
da,6,0.04
tC,14,0.09
duz,5,0.03
tRiR,2,0.01
vaZ,8,0.05
lpa,6,0.04
RsA,3,0.02
se~t,8,0.05
vut,2,0.01
fle,10,0.07
fRA,1,0.01
dCk,5,0.03
ldCk,2,0.01
RZ9n,1,0.01
mil,1,0.01
RAz,4,0.03
tiv,4,0.03
RmE,10,0.07
zE,21,0.14
vwal,10,0.07
RmyR,2,0.01
staz,2,0.01
sil,3,0.02
vEj,13,0.09
luz,2,0.01
RdyR,1,0.01
kuS,4,0.03
tym,1,0.01
bRaz,6,0.04
nap,1,0.01
fo,11,0.07
Rlo,4,0.03
koz,2,0.01
lke~,2,0.01
Rut,7,0.05
RmEt,2,0.01
kE,4,0.03
nwaR,13,0.09
stEt,1,0.01
mAz,13,0.09
fje,10,0.07
kjE,3,0.02
sEk,3,0.02
pjez,8,0.05
fRCt,6,0.04
gliz,5,0.03
Zwa,7,0.05
mHEt,4,0.03
Rtyz,3,0.02
gla,1,0.01
RlAt,1,0.01
saZ,4,0.03
jE,12,0.08
f9j,9,0.06
Raz,1,0.01
Ry,10,0.07
tig,3,0.02
kEt,1,0.01
yt,1,0.01
py,5,0.03
lkC,3,0.02
E,2,0.01
RsE,3,0.02
gy,3,0.02
vREs,2,0.01
RSE,6,0.04
fe,10,0.07
giR,2,0.01
lis,1,0.01
zAt,5,0.03
pHiz,6,0.04
tRas,3,0.02
fis,4,0.03
Rde~,6,0.04
poz,3,0.02
bas,2,0.01
fCt,5,0.03
Z9R,9,0.06
vRE,15,0.1
dC,17,0.11
dREz,1,0.01
fij,1,0.01
pREs,2,0.01
swaf,10,0.07
nEs,3,0.02
Z9n,4,0.03
Zit,2,0.01
fE,15,0.1
ful,6,0.04
Rdo,4,0.03
zez,5,0.03
mj2,6,0.04
taS,4,0.03
pHi,10,0.07
mij,2,0.01
tZuR,1,0.01
fte,1,0.01
njo,2,0.01
fRiR,1,0.01
RjER,2,0.01
RnOs,1,0.01
RgCz,1,0.01
ot,12,0.08
miz,5,0.03
dCz,2,0.01
pu,5,0.03
no,8,0.05
sOn,3,0.02
Rtut,7,0.05
bal,1,0.01
p9R,13,0.09
stEs,6,0.04
gRi,2,0.01
mje~,12,0.08
pjER,10,0.07
p2,17,0.11
lCb,3,0.02
tut,4,0.03
RtER,4,0.03
viv,3,0.02
RaZ,5,0.03
pAt,8,0.05
mmEm,1,0.01
ta,11,0.07
dwaz,3,0.02
gwas,2,0.01
kRe~,1,0.01
Rid,3,0.02
gRiz,2,0.01
pis,2,0.01
Rta,3,0.02
vC,3,0.02
lyl,1,0.01
szA,3,0.02
Syt,1,0.01
kREt,2,0.01
RnEZ,2,0.01
RvA,1,0.01
lte,4,0.03
bE,5,0.03
REj,13,0.09
va,10,0.07
pEt,8,0.05
spOR,2,0.01
tHER,2,0.01
my,6,0.04
i,16,0.11
sif,3,0.02
bRe,4,0.03
vCz,2,0.01
lZE,2,0.01
j9R,3,0.02
lAS,3,0.02
jom,1,0.01
so,15,0.1
kRim,6,0.04
se~z,2,0.01
lmo,4,0.03
mot,4,0.03
kwe~,3,0.02
tRis,1,0.01
Rit,5,0.03
j2,6,0.04
pRiz,3,0.02
soz,2,0.01
fly,3,0.02
te~t,5,0.03
mal,6,0.04
tRiz,1,0.01
lzC,2,0.01
ZEm,1,0.01
ZAs,4,0.03
moz,9,0.06
kyn,1,0.01
ttA,2,0.01
pRA,7,0.05
viR,3,0.02
fCz,1,0.01
Riv,3,0.02
RdEt,1,0.01
das,2,0.01
nEz,2,0.01
fit,3,0.02
g9l,1,0.01
dRe,1,0.01
plAt,2,0.01
RHin,3,0.02
kC,6,0.04
t2,8,0.05
sHi,5,0.03
dAs,3,0.02
vRo,3,0.02
tH2z,2,0.01
did,2,0.01
niz,2,0.01
RniR,3,0.02
floz,6,0.04
Zu,13,0.09
lbEs,2,0.01
bRiz,10,0.07
Rnuz,4,0.03
Rki,3,0.02
tjEd,3,0.02
Rez,4,0.03
SAt,6,0.04
OR,4,0.03
kR2,3,0.02
gRij,1,0.01
blCg,1,0.01
RtyR,1,0.01
biz,4,0.03
muS,1,0.01
tRuv,2,0.01
dtEl,3,0.02
mEl,6,0.04
pik,3,0.02
Rdi,5,0.03
pRe,12,0.08
luR,3,0.02
sin,3,0.02
dOg,1,0.01
REl,8,0.05
RuZ,1,0.01
ZAb,1,0.01
zje,3,0.02
mCt,2,0.01
kud,2,0.01
v2z,2,0.01
mCz,5,0.03
Rku,1,0.01
bR2,6,0.04
jez,3,0.02
njC,7,0.05
sit,2,0.01
RZE,2,0.01
SEt,2,0.01
vEz,2,0.01
lda,3,0.02
vwat,1,0.01
spez,1,0.01
ZEt,6,0.04
ROl,5,0.03
lsif,2,0.01
gyR,2,0.01
ljE,1,0.01
bsAz,1,0.01
fRER,1,0.01
fAs,4,0.03
vil,2,0.01
fHiR,5,0.03
fEt,5,0.03
knu,2,0.01
s9R,5,0.03
dus,1,0.01
n2,3,0.02
sCz,5,0.03
jsES,1,0.01
bin,1,0.01
tCz,1,0.01
lwEt,1,0.01
Rdit,3,0.02
RdE,5,0.03
mOl,1,0.01
fjAt,1,0.01
dHit,3,0.02
kwa,4,0.03
kEl,3,0.02
tRe~t,3,0.02
pROS,3,0.02
baz,3,0.02
RlA,4,0.03
RgyR,1,0.01
fam,5,0.03
d2,12,0.08
RkuR,1,0.01
flEt,1,0.01
kOl,1,0.01
ble,10,0.07
al,3,0.02
fRe,2,0.01
jCz,4,0.03
gRCd,1,0.01
tas,3,0.02
fin,1,0.01
blAS,1,0.01
bCt,2,0.01
Ras,1,0.01
Sje~,2,0.01
REv,7,0.05
njE,2,0.01
dEt,3,0.02
ktit,1,0.01
nEt,4,0.03
vEk,7,0.05
nal,7,0.05
fl2R,1,0.01
Rsez,1,0.01
d2f,1,0.01
lOn,1,0.01
tRCz,2,0.01
mHEz,1,0.01
ZiR,1,0.01
nwA,2,0.01
dtER,4,0.03
Zi,7,0.05
lsOR,1,0.01
pin,2,0.01
Et,2,0.01
Rj2z,1,0.01
syz,1,0.01
Soz,4,0.03
if,3,0.02
kloz,1,0.01
2f,1,0.01
RCz,2,0.01
zaZ,2,0.01
SjC,1,0.01
kwe,1,0.01
RpAz,1,0.01
bC,7,0.05
fCd,2,0.01
kOs,1,0.01
mwaz,2,0.01
sEv,1,0.01
gu,6,0.04
Swa,1,0.01
tRin,3,0.02
sHit,4,0.03
swat,2,0.01
spAz,1,0.01
Rte~,5,0.03
SCz,1,0.01
sjAt,2,0.01
blEt,1,0.01
Sap,3,0.02
kap,4,0.03
niS,1,0.01
Rsi,14,0.09
nHaZ,7,0.05
nOR,4,0.03
kRiz,8,0.05
biS,2,0.01
nwi,6,0.04
pwaz,2,0.01
Rwad,1,0.01
RdOn,3,0.02
kte,5,0.03
twal,7,0.05
vwe,1,0.01
ske,1,0.01
dOn,3,0.02
ttEm,2,0.01
min,1,0.01
lv2z,1,0.01
nCz,3,0.02
RsOn,1,0.01
mje~z,3,0.02
na,12,0.08
vy,8,0.05
pal,2,0.01
klOR,1,0.01
ktA,1,0.01
za,3,0.02
sjAs,4,0.03
dRE,1,0.01
zwe~,8,0.05
bEs,2,0.01
vjC,1,0.01
twaz,1,0.01
kaZ,1,0.01
tus,4,0.03
vej,2,0.01
Ed,1,0.01
siR,1,0.01
ptif,3,0.02
ROn,2,0.01
sjA,2,0.01
RaS,1,0.01
Rpa,3,0.02
n9f,1,0.01
spis,1,0.01
lit,4,0.03
nwE,1,0.01
pRe~t,2,0.01
Sov,1,0.01
RbC,1,0.01
pjC,1,0.01
plis,3,0.02
mEs,1,0.01
Om,3,0.02
Rkaj,1,0.01
vREt,2,0.01
byS,1,0.01
foz,1,0.01
zEl,2,0.01
lje~,2,0.01
mAd,3,0.02
lvER,1,0.01
bZE,5,0.03
SER,6,0.04
pjEZ,4,0.03
nji,1,0.01
twaR,3,0.02
jEt,1,0.01
Sa,2,0.01
dut,13,0.09
RZez,2,0.01
fa,2,0.01
RSa,1,0.01
Rs2,1,0.01
tEz,3,0.02
bRE,1,0.01
lsiv,1,0.01
dRit,1,0.01
bla,1,0.01
RZyR,1,0.01
RpAt,2,0.01
ndi,1,0.01
blEs,2,0.01
kyl,1,0.01
plC,3,0.02
lku,2,0.01
dtAZ,3,0.02
gzil,14,0.09
psA,1,0.01
psAs,1,0.01
syR,5,0.03
sym,1,0.01
RmEz,2,0.01
ziz,2,0.01
bAt,1,0.01
lmEm,2,0.01
vje~z,3,0.02
gloz,2,0.01
RpE,1,0.01
fik,1,0.01
zOn,2,0.01
glEv,2,0.01
tjez,3,0.02
vuz,4,0.03
sd2,2,0.01
Zwe,2,0.01
bEt,1,0.01
ROZ,3,0.02
ptom,1,0.01
plym,2,0.01
lfo,1,0.01
bsA,1,0.01
jjez,1,0.01
vRoz,1,0.01
SEn,4,0.03
zAz,2,0.01
ve~z,3,0.02
ple~t,1,0.01
RyR,1,0.01
ZC,5,0.03
pus,1,0.01
Rmit,1,0.01
sEl,5,0.03
tRe~,1,0.01
blo,5,0.03
zoz,3,0.02
spER,2,0.01
djA,2,0.01
nwa,1,0.01
mwaR,7,0.05
lik,1,0.01
RHiz,3,0.02
bES,2,0.01
byt,2,0.01
mEd,2,0.01
ke~,1,0.01
sH9R,2,0.01
Rwaz,4,0.03
zAs,2,0.01
dje~,2,0.01
RtAt,2,0.01
ZER,1,0.01
nyz,3,0.02
Rtif,1,0.01
pyt,1,0.01
tREn,1,0.01
kRal,1,0.01
fR2,1,0.01
mj2z,1,0.01
klo,3,0.02
dRi,6,0.04
RnAt,1,0.01
gOl,1,0.01
sal,2,0.01
Rvy,1,0.01
RvE,1,0.01
Rsoz,1,0.01
tit,2,0.01
fRe~,1,0.01
RZil,2,0.01
mHe,1,0.01
dto,6,0.04
ROb,1,0.01
Rviz,1,0.01
szEm,1,0.01
dyn,1,0.01
Rlam,1,0.01
Sin,1,0.01
diR,3,0.02
njOl,2,0.01
RsEl,4,0.03
b9R,2,0.01
taj,2,0.01
daR,1,0.01
val,1,0.01
Rj2,9,0.06
RdAt,2,0.01
nHA,1,0.01
zEt,4,0.03
le~z,1,0.01
tkuz,1,0.01
ktEz,1,0.01
Hit,1,0.01
ttAZ,1,0.01
Cd,3,0.02
Ryt,2,0.01
stym,1,0.01
nj2z,2,0.01
laz,1,0.01
kuz,1,0.01
gRo,1,0.01
dR2,5,0.03
dR2z,1,0.01
kje,1,0.01
lsE,2,0.01
tRER,2,0.01
RwaR,6,0.04
lEv,4,0.03
RwE,1,0.01
fym,1,0.01
mun,1,0.01
RnC,3,0.02
pwal,1,0.01
Rfas,4,0.03
Rt9R,1,0.01
zOs,4,0.03
ZHif,1,0.01
tR2,2,0.01
SAz,2,0.01
9R,3,0.02
ZjC,1,0.01
dRam,1,0.01
Rf9j,2,0.01
ltyR,1,0.01
glEb,1,0.01
bat,1,0.01
mAS,1,0.01
lpit,1,0.01
lEl,2,0.01
fjA,3,0.02
RtaZ,1,0.01
taZ,3,0.02
zCz,3,0.02
tol,1,0.01
sbuR,1,0.01
jyR,2,0.01
sfEm,1,0.01
ZyR,1,0.01
tyz,1,0.01
pRit,5,0.03
Rk9R,2,0.01
Raj,1,0.01
RCt,4,0.03
RvOl,1,0.01
toz,1,0.01
zyn,1,0.01
glOb,5,0.03
RAp,1,0.01
Rfym,2,0.01
lad,1,0.01
blC,1,0.01
Rke,1,0.01
mEt,2,0.01
RdC,3,0.02
sku,1,0.01
ttAz,1,0.01
bZEt,2,0.01
tom,2,0.01
fi,5,0.03
pliR,4,0.03
stEz,1,0.01
skyl,1,0.01
RlE,1,0.01
kR2z,3,0.02
RnEz,1,0.01
nwiR,5,0.03
fos,2,0.01
RCs,2,0.01
vEt,4,0.03
ZCz,2,0.01
naR,2,0.01
glAt,2,0.01
Rvit,1,0.01
Rdiv,2,0.01
RnA,3,0.02
kpEn,2,0.01
vj2,2,0.01
ja,1,0.01
psC,1,0.01
RZC,1,0.01
Zwe~,1,0.01
dyR,3,0.02
RmOR,1,0.01
djAt,2,0.01
tis,1,0.01
tOm,1,0.01
Rma,2,0.01
klot,1,0.01
zym,1,0.01
zop,1,0.01
nHa,1,0.01
gRav,1,0.01
lge,1,0.01
gREv,2,0.01
boz,4,0.03
sjez,2,0.01
zEz,1,0.01
RlCd,2,0.01
kRup,1,0.01
fRE,2,0.01
tRaj,1,0.01
RZiR,1,0.01
k@,1,0.01
nik,3,0.02
mas,2,0.01
nOm,2,0.01
ksAt,1,0.01
kwE,1,0.01
gREn,1,0.01
Rtyn,2,0.01
boS,1,0.01
glot,1,0.01
Rl2j,1,0.01
lHiR,1,0.01
njit,2,0.01
lab,1,0.01
plaZ,3,0.02
gER,1,0.01
mAk,3,0.02
lse~t,1,0.01
l2,1,0.01
kCt,1,0.01
dt2,2,0.01
Rnit,2,0.01
Ram,1,0.01
kOk,1,0.01
jo,1,0.01
RyS,1,0.01
sEj,1,0.01
kus,1,0.01
n2R,1,0.01
SEl,1,0.01
jOn,1,0.01
dal,1,0.01
ptik,1,0.01
pCs,1,0.01
Rtez,1,0.01
knuz,1,0.01
Ral,5,0.03
pl2,2,0.01
pAS,1,0.01
RtEn,2,0.01
nyt,1,0.01
RdiR,1,0.01
Rvuz,1,0.01
pe~z,3,0.02
Ris,1,0.01
dje,1,0.01
ROm,3,0.02
dAz,1,0.01
kRa,1,0.01
jEs,1,0.01
tje~t,1,0.01
RpA,3,0.02
Zwi,2,0.01
Rs9l,1,0.01
RjC,1,0.01
vRez,2,0.01
lkyl,1,0.01
SOk,1,0.01
gRAz,1,0.01
RSCz,2,0.01
nOt,1,0.01
gC,1,0.01
tOR,1,0.01
bHe~z,1,0.01
fRAs,1,0.01
sim,1,0.01
lmiR,1,0.01
Rfo,1,0.01
Rte~z,1,0.01
bEk,1,0.01
sta,1,0.01
j9l,2,0.01
Rdif,2,0.01
flE,3,0.02
taf,1,0.01
Rna,1,0.01
Rsa,2,0.01
jEz,1,0.01
kid,1,0.01
blim,2,0.01
gi,2,0.01
zCd,1,0.01
ZwAt,1,0.01
Rn2,1,0.01
jit,1,0.01
zuj,2,0.01
v9v,1,0.01
Rn9f,1,0.01
pR2z,1,0.01
stE,2,0.01
RSEl,1,0.01
Reb,1,0.01
stis,2,0.01
giz,1,0.01
pEs,2,0.01
RtEz,2,0.01
viz,1,0.01
Rbol,1,0.01
lZA,1,0.01
vif,1,0.01
laR,1,0.01
gzal,1,0.01
kHiR,1,0.01
mjEl,1,0.01
pse~t,1,0.01
RlCz,1,0.01
sjet,1,0.01
RjAt,1,0.01
kpa,2,0.01
kob,2,0.01
Rnez,1,0.01
RiS,1,0.01
los,1,0.01
ljez,1,0.01
bRez,1,0.01
lHe,1,0.01
lEs,1,0.01
ste~z,1,0.01
Sy,3,0.02
nop,1,0.01
Rmas,2,0.01
RmAt,1,0.01
noz,1,0.01
ltuS,1,0.01
bl2z,1,0.01
kaS,2,0.01
kot,1,0.01
Rda,1,0.01
RbE,1,0.01
fjEt,1,0.01
kCz,1,0.01
dREs,2,0.01
diz,2,0.01
stat,1,0.01
dHiR,1,0.01
nHe,1,0.01
kit,2,0.01
szyz,1,0.01
RlOm,1,0.01
RSAs,1,0.01
fas,2,0.01
kOm,1,0.01
ltAt,1,0.01
gmA,1,0.01
mit,1,0.01
baR,1,0.01
Rdyz,2,0.01
sES,1,0.01
nwiz,1,0.01
gRa,1,0.01
tjER,3,0.02
nim,2,0.01
yn,1,0.01
blAz,1,0.01
RbA,3,0.02
dRas,1,0.01
l@,1,0.01
En,2,0.01
but,1,0.01
lwe,1,0.01
Rfid,1,0.01
p2t,2,0.01
yl,2,0.01
ltA,1,0.01
lym,1,0.01
d@,1,0.01
RZi,1,0.01
Rdiz,1,0.01
RsAt,1,0.01
fl9v,3,0.02
fCs,1,0.01
Zj2,2,0.01
sER,2,0.01
tos,1,0.01
tROm,1,0.01
blEm,1,0.01
Az,1,0.01
iz,2,0.01
plE,1,0.01
pse,2,0.01
lEm,1,0.01
