Syllabe,Occurrences,Pourcentage
ste,21,0.07
bwaz,3,0.01
sol,3,0.01
tez,6,0.02
kREt,7,0.02
zil,12,0.04
Rtil,1,0.0
gzal,3,0.01
nal,8,0.03
stik,13,0.04
kREz,2,0.01
pHi,21,0.07
Rv2,5,0.02
sje~,11,0.04
ltCb,1,0.0
At,10,0.03
Rsyz,1,0.0
plA,1,0.0
zid,1,0.0
tRon,5,0.02
kRez,4,0.01
be~,2,0.01
pj2,9,0.03
RyR,4,0.01
bAt,2,0.01
REz,6,0.02
n2z,3,0.01
bil,16,0.06
pRe~t,6,0.02
se~t,21,0.07
RdA,16,0.06
taj,11,0.04
fRA,3,0.01
RZA,8,0.03
fe,17,0.06
zwa,1,0.0
RlAs,1,0.0
jal,2,0.01
C,5,0.02
pRe~s,1,0.0
vis,10,0.03
Swa,5,0.02
Zik,1,0.0
kse,3,0.01
sAd,3,0.01
tAd,4,0.01
tot,3,0.01
lEz,6,0.02
lHid,1,0.0
zjC,17,0.06
d2j,10,0.03
lHiR,4,0.01
lliR,1,0.0
Rgan,1,0.0
fam,40,0.14
p2z,1,0.0
SEv,5,0.02
sip,1,0.0
dmEm,1,0.0
Ras,8,0.03
kut,10,0.03
da,6,0.02
styR,5,0.02
gaZ,11,0.04
ZyR,4,0.01
ZAs,24,0.08
glAt,3,0.01
mnC,1,0.0
duz,5,0.02
Ry,20,0.07
f9j,12,0.04
tRiR,3,0.01
lpa,7,0.02
zAt,8,0.03
diz,3,0.01
bRiz,20,0.07
RsA,3,0.01
Rtik,7,0.02
fle,10,0.03
ER,2,0.01
dCk,5,0.02
ldCk,2,0.01
dAs,30,0.1
RZ9n,1,0.0
byR,3,0.01
mil,4,0.01
iR,2,0.01
nzel,1,0.0
ltER,7,0.02
RAz,4,0.01
psAt,3,0.01
kuS,21,0.07
RmE,10,0.03
zE,21,0.07
fi,20,0.07
staz,7,0.02
pREs,4,0.01
lEs,7,0.02
sil,6,0.02
vej,11,0.04
luz,8,0.03
bRas,5,0.02
plCb,1,0.0
lCb,6,0.02
zuR,1,0.0
zAZ,10,0.03
tym,3,0.01
bRaz,9,0.03
nap,2,0.01
fo,14,0.05
gRiz,6,0.02
nwaR,28,0.1
Rlo,5,0.02
koz,4,0.01
bit,6,0.02
lke~,2,0.01
dR2z,2,0.01
kR2z,4,0.01
RmEt,2,0.01
kE,4,0.01
gliz,16,0.06
stEt,1,0.0
Rsu,1,0.0
mAz,13,0.04
flE,4,0.01
fje,26,0.09
kjE,3,0.01
Rit,8,0.03
sEk,3,0.01
pjez,8,0.03
fRCt,8,0.03
lik,9,0.03
bjER,8,0.03
Rtyz,3,0.01
gla,1,0.0
RlAt,1,0.0
mAS,5,0.02
blAS,15,0.05
Raz,1,0.0
tig,3,0.01
kEt,1,0.0
sHit,5,0.02
yt,1,0.0
py,8,0.03
lkuR,1,0.0
tuS,2,0.01
j2,9,0.03
lkC,3,0.01
OR,9,0.03
E,3,0.01
paj,2,0.01
RsE,7,0.02
Rmo,2,0.01
gy,4,0.01
dtER,6,0.02
RSE,8,0.03
d2,20,0.07
gREv,9,0.03
lOn,3,0.01
giR,3,0.01
pHiz,6,0.02
lZuR,2,0.01
bEl,7,0.02
bas,3,0.01
tREj,2,0.01
dwaR,1,0.0
fCt,5,0.02
ROb,3,0.01
vRE,16,0.06
dC,23,0.08
vaR,3,0.01
dREz,1,0.0
RtaZ,5,0.02
lkAZ,1,0.0
swaf,10,0.03
RmCd,2,0.01
klam,10,0.03
Z9n,5,0.02
Zit,5,0.02
fE,21,0.07
p2,22,0.08
zez,5,0.02
taS,7,0.02
nCd,17,0.06
Rdit,5,0.02
tZuR,1,0.0
fte,1,0.0
njo,2,0.01
Ris,7,0.02
fRiR,7,0.02
twi,1,0.0
Zwi,5,0.02
sd2,5,0.02
dt2,7,0.02
njC,9,0.03
RnOs,1,0.0
RgCz,1,0.0
ot,14,0.05
sal,7,0.02
miz,6,0.02
dCz,2,0.01
pu,11,0.04
RbEj,2,0.01
no,10,0.03
smA,1,0.0
RCd,1,0.0
Em,8,0.03
Rtut,7,0.02
p9R,13,0.04
dtEl,12,0.04
gRi,5,0.02
kaR,3,0.01
szEm,3,0.01
klo,9,0.03
tut,5,0.02
RtER,10,0.03
viv,10,0.03
kit,4,0.01
mmEm,1,0.0
ta,15,0.05
dwaz,3,0.01
sjEn,5,0.02
gwas,4,0.01
kRe~,1,0.0
Rta,4,0.01
vC,3,0.01
lyl,1,0.0
RpE,2,0.01
szA,4,0.01
Syt,3,0.01
tRAS,3,0.01
fym,9,0.03
RnEZ,2,0.01
Rbo,1,0.0
RvA,1,0.0
bE,5,0.02
my,9,0.03
dRal,1,0.0
kRal,2,0.01
tim,4,0.01
diR,16,0.06
sif,3,0.01
bRe,5,0.02
nER,11,0.04
vCz,2,0.01
min,11,0.04
kRul,3,0.01
lZE,2,0.01
mul,2,0.01
viz,3,0.01
lAS,8,0.03
jom,7,0.02
byz,5,0.02
skyz,2,0.01
Rdi,13,0.04
se~z,2,0.01
lmo,4,0.01
mot,4,0.01
kwe~,3,0.01
RmAt,6,0.02
tRis,1,0.0
lfCd,1,0.0
Zwe,3,0.01
soz,2,0.01
fly,7,0.02
sOm,13,0.04
zaj,1,0.0
nik,4,0.01
mal,8,0.03
mon,2,0.01
tRiz,1,0.0
lzC,2,0.01
ZEm,4,0.01
Rno,1,0.0
moz,9,0.03
psAs,7,0.02
kyn,4,0.01
ttA,4,0.01
gzil,18,0.06
pRA,11,0.04
fCz,1,0.0
skad,2,0.01
RdEt,1,0.0
tREs,5,0.02
nEz,2,0.01
fit,3,0.01
g9l,1,0.0
dRe,3,0.01
plAt,6,0.02
glEv,7,0.02
kC,8,0.03
t2,8,0.03
dus,9,0.03
vRo,3,0.01
tH2z,2,0.01
did,4,0.01
niz,2,0.01
RniR,9,0.03
floz,6,0.02
lbEs,2,0.01
SAt,8,0.03
Rnuz,4,0.01
Rki,3,0.01
RpAt,4,0.01
pjEZ,7,0.02
tjEd,3,0.01
bR9v,4,0.01
Rn9v,1,0.0
Rez,4,0.01
ktyR,2,0.01
RtyR,4,0.01
Ral,6,0.02
nyt,2,0.01
kR2,3,0.01
gRij,1,0.0
blCg,1,0.0
muS,3,0.01
tRuv,2,0.01
tRik,1,0.0
pik,3,0.01
pRe,15,0.05
u,1,0.0
luR,5,0.02
SOk,3,0.01
Rmij,2,0.01
klOS,3,0.01
dOg,1,0.0
RdE,9,0.03
maj,1,0.0
RuZ,1,0.0
ZAb,1,0.0
zje,3,0.01
mCt,4,0.01
kud,2,0.01
v2z,2,0.01
mCz,5,0.02
Rku,2,0.01
bR2,7,0.02
jez,3,0.01
sit,3,0.01
kpCd,1,0.0
Rkyt,1,0.0
RZE,2,0.01
SEt,3,0.01
vEz,2,0.01
vwat,1,0.0
spez,1,0.0
lsiv,4,0.01
ZEt,8,0.03
SC,1,0.0
RliR,1,0.0
RlE,3,0.01
lsif,2,0.01
ljE,1,0.0
bsAz,1,0.0
vil,8,0.03
fHiR,6,0.02
ke~,4,0.01
myn,5,0.02
blEm,13,0.04
Sas,1,0.0
n2,3,0.01
vR9j,1,0.0
bREZ,1,0.0
RzEl,5,0.02
sCz,5,0.02
zOn,4,0.01
Zy,1,0.0
jsES,1,0.0
bin,1,0.0
Hit,2,0.01
tCz,1,0.0
lwEt,2,0.01
bla,2,0.01
tRAZ,7,0.02
mOl,1,0.0
niS,2,0.01
fjAt,1,0.0
dHit,4,0.01
tin,4,0.01
Sap,4,0.01
zik,1,0.0
kwa,9,0.03
kEl,6,0.02
tRe~t,6,0.02
pROS,5,0.02
RaS,2,0.01
baz,4,0.01
RlA,4,0.01
RgyR,1,0.0
dan,2,0.01
flEt,1,0.0
bOl,13,0.04
Ol,1,0.0
plEs,1,0.0
kOl,3,0.01
al,4,0.01
nAs,2,0.01
fRe,2,0.01
bAd,2,0.01
RlAd,2,0.01
bREz,2,0.01
jCz,4,0.01
bRAS,6,0.02
Rdis,1,0.0
fin,2,0.01
doR,1,0.0
bCt,2,0.01
njE,2,0.01
dEt,3,0.01
ktit,1,0.0
nEt,4,0.01
plym,3,0.01
vEk,7,0.02
n9v,3,0.01
fl9v,5,0.02
RdiR,2,0.01
fl2R,1,0.0
kwe,3,0.01
Rsez,1,0.0
ljan,1,0.0
d2f,1,0.0
fan,6,0.02
fwe~,2,0.01
tRCz,2,0.01
mHEz,1,0.0
ZiR,1,0.0
plE,3,0.01
nwA,2,0.01
SEl,4,0.01
Zi,9,0.03
lsOR,1,0.0
pin,7,0.02
ltiZ,1,0.0
dtE,2,0.01
fRE,5,0.02
Rj2z,3,0.01
syz,1,0.0
if,3,0.01
Ryd,5,0.02
2f,1,0.0
kij,5,0.02
dRam,4,0.01
ktiv,1,0.0
RCz,2,0.01
nwa,9,0.03
SjC,1,0.0
dRE,2,0.01
RpAz,1,0.0
bC,10,0.03
vAZ,2,0.01
kOs,1,0.0
tEZ,4,0.01
Rfas,7,0.02
vj2,3,0.01
mwaz,2,0.01
sEv,2,0.01
gu,7,0.02
swat,2,0.01
spAz,1,0.0
SCz,1,0.0
sjAt,2,0.01
zwe~,13,0.04
blEt,1,0.0
kRut,1,0.0
mas,3,0.01
kap,4,0.01
gmAt,1,0.0
fal,2,0.01
kRiz,8,0.03
pCs,6,0.02
biS,2,0.01
pwaz,2,0.01
Rpam,1,0.0
Rwad,1,0.0
pAS,2,0.01
tAS,1,0.0
jo,2,0.01
gRAd,2,0.01
vwe,1,0.0
ske,1,0.0
zEm,4,0.01
lv2z,1,0.0
RvAt,1,0.0
nCz,3,0.01
RsOn,3,0.01
Rvis,3,0.01
tHe,2,0.01
kuv,1,0.0
spA,2,0.01
mje~z,3,0.01
na,14,0.05
fEs,2,0.01
pal,3,0.01
ktA,1,0.0
za,3,0.01
pus,3,0.01
RnEz,3,0.01
RpOR,1,0.0
vjC,1,0.0
twaz,2,0.01
tREl,1,0.0
bwaR,2,0.01
Ed,2,0.01
dHiR,6,0.02
laS,2,0.01
RiZ,2,0.01
diZ,4,0.01
siR,2,0.01
saS,2,0.01
kaS,5,0.02
ptif,3,0.01
lm9R,1,0.0
mAd,6,0.02
sjA,2,0.01
n9,1,0.0
dyR,4,0.01
n9f,1,0.0
moR,3,0.01
vRAs,2,0.01
spis,1,0.0
Rto,1,0.0
lit,4,0.01
nwE,1,0.0
dal,3,0.01
sup,1,0.0
RlaZ,1,0.0
Sov,1,0.0
RbC,2,0.01
pjC,1,0.0
RmOR,3,0.01
fjEl,5,0.02
Rkaj,1,0.0
vREt,2,0.01
lEZ,2,0.01
byS,1,0.0
lyd,3,0.01
foz,1,0.0
nwiR,9,0.03
lje~,5,0.02
dto,14,0.05
spER,10,0.03
psu,1,0.0
zu,1,0.0
lvER,5,0.02
bZE,5,0.02
nji,1,0.0
dje~,3,0.01
jEt,1,0.0
sfEm,10,0.03
Sa,2,0.01
RZez,2,0.01
fa,2,0.01
jat,1,0.0
RSa,1,0.0
blER,1,0.0
Rs2,1,0.0
tEz,3,0.01
Ryz,2,0.01
dam,5,0.02
bRE,1,0.0
dRit,1,0.0
ja,2,0.01
pja,1,0.0
RZyR,3,0.01
ndi,1,0.0
kyl,6,0.02
RpA,4,0.01
plC,3,0.01
lku,2,0.01
bZyR,1,0.0
dtAZ,3,0.01
psA,1,0.0
fRAs,10,0.03
vjEn,3,0.01
Rs9l,2,0.01
Z2n,1,0.0
RmEz,2,0.01
spi,1,0.0
ziz,2,0.01
vje~z,3,0.01
gloz,2,0.01
fik,1,0.0
pR2,1,0.0
pR9v,5,0.02
v9v,3,0.01
tjez,3,0.01
vuz,4,0.01
bEt,1,0.0
ROZ,3,0.01
ptom,1,0.0
lfo,1,0.0
kRiv,1,0.0
bsA,1,0.0
jjez,1,0.0
vRoz,1,0.0
lys,1,0.0
giz,3,0.01
zAz,2,0.01
ve~z,3,0.01
dyl,2,0.01
klE,2,0.01
ZC,6,0.02
Rmit,1,0.0
RZEl,1,0.0
tRe~,1,0.0
zoz,3,0.01
djA,2,0.01
suS,1,0.0
plAS,1,0.0
tiz,1,0.0
bEj,2,0.01
bRyl,2,0.01
Rkyl,2,0.01
RHiz,4,0.01
