Syllabe,Occurrences,Pourcentage
paz,12,0.09
ziR,42,0.33
vRiR,13,0.1
zo,24,0.19
fAZ,4,0.03
ne,109,0.85
jER,17,0.13
tjC,2,0.02
buS,8,0.06
zEt,3,0.02
pwe~,12,0.09
bit,6,0.05
Rnu,4,0.03
pEn,19,0.15
vaZ,6,0.05
fA,58,0.45
mER,52,0.4
lER,20,0.16
pl9R,27,0.21
tRam,2,0.02
mo,36,0.28
RHi,7,0.05
RmiR,7,0.05
te~,47,0.36
ny,87,0.67
ZuR,86,0.67
Em,13,0.1
kjEt,6,0.05
nEt,14,0.11
iv,1,0.01
dam,11,0.09
ksE,3,0.02
fwa,48,0.37
lEj,34,0.26
piR,15,0.12
tA,116,0.9
faR,2,0.02
dji,17,0.13
Se,57,0.44
Rte,38,0.29
Om,13,0.1
voz,2,0.02
SiR,7,0.05
ky,10,0.08
muR,74,0.57
se~,21,0.16
sAs,13,0.1
po,20,0.16
dAs,9,0.07
ba,68,0.53
ste,11,0.09
lu,6,0.05
gaR,16,0.12
li,58,0.45
RmAz,1,0.01
dCk,26,0.2
vOl,9,0.07
maZ,8,0.06
ni,70,0.54
mOR,25,0.19
glA,4,0.03
lAt,12,0.09
nHi,80,0.62
Rdy,21,0.16
nwa,1,0.01
stAt,5,0.04
Rdi,12,0.09
s2R,9,0.07
kR2z,1,0.01
le,81,0.63
ku,25,0.19
knuz,1,0.01
pEl,10,0.08
dy,30,0.23
sE,32,0.25
mEn,26,0.2
mwaz,3,0.02
Soz,13,0.1
zC,41,0.32
saZ,11,0.09
mi,76,0.59
zaR,36,0.28
liR,24,0.19
g9l,2,0.02
tjE,1,0.01
gRE,7,0.05
RpA,4,0.03
j2R,1,0.01
pA,2,0.02
zOs,7,0.05
pAs,13,0.1
vEl,5,0.04
nwaR,26,0.2
lwa,15,0.12
dtOR,36,0.28
swa,15,0.12
njC,7,0.05
Sje~,6,0.05
Ze,55,0.43
lE,50,0.39
dRE,2,0.02
tHER,2,0.02
bRa,31,0.24
pjER,22,0.17
zez,5,0.04
Rdo,4,0.03
zi,26,0.2
bRik,2,0.02
my,6,0.05
Rde,11,0.09
pi,17,0.13
bRi,8,0.06
kC,6,0.05
Rfe~z,1,0.01
doR,2,0.02
kOR,34,0.26
vE,25,0.19
mOl,2,0.02
gRi,6,0.05
njOl,6,0.05
RZA,10,0.08
kwe~,3,0.02
py,5,0.04
RAt,14,0.11
gRAd,3,0.02
lnE,1,0.01
nj,29,0.22
ti,21,0.16
Rle,11,0.09
me~z,6,0.05
tEs,7,0.05
doz,3,0.02
El,16,0.12
bEl,29,0.22
f2,21,0.16
pRe,5,0.04
Rid,4,0.03
Rte~,6,0.05
REs,15,0.12
tREs,32,0.25
glo,8,0.06
so,13,0.1
pe,42,0.33
swaR,55,0.43
SA,27,0.21
vwaR,42,0.33
nAt,10,0.08
R2z,12,0.09
Es,10,0.08
Rki,4,0.03
to,37,0.29
Rit,3,0.02
lOR,25,0.19
vit,10,0.08
mwa,63,0.49
pje,22,0.17
p2,13,0.1
Roz,8,0.06
kloz,4,0.03
fe,8,0.06
le~,4,0.03
d9R,17,0.13
fEt,14,0.11
nad,5,0.04
lad,8,0.06
REl,14,0.11
blCd,3,0.02
tE,27,0.21
fCd,15,0.12
nEs,18,0.14
lC,17,0.13
bRaz,4,0.03
no,7,0.05
lpas,3,0.02
pwe~t,3,0.02
pCs,2,0.02
jA,18,0.14
gER,11,0.09
de,24,0.19
skuR,3,0.02
fij,16,0.12
twaR,21,0.16
t2,8,0.06
staS,2,0.02
naS,2,0.02
RZyR,2,0.02
RuZ,3,0.02
njE,6,0.05
gRiz,3,0.02
gliz,3,0.02
sHif,1,0.01
nap,1,0.01
lj2,14,0.11
til,31,0.24
i,12,0.09
na,23,0.18
vij,2,0.02
Rtyn,4,0.03
taj,4,0.03
ROl,12,0.09
fOl,3,0.02
Rme,21,0.16
sij,1,0.01
dus,7,0.05
Rsil,6,0.05
bRyn,2,0.02
yn,2,0.02
bl2,7,0.05
fwe~,2,0.02
tje,57,0.44
do,10,0.08
gC,4,0.03
pRi,42,0.33
ty,49,0.38
tRA,6,0.05
fas,10,0.08
djEs,1,0.01
fRCt,7,0.05
tu,15,0.12
zad,2,0.02
Z9n,5,0.04
tiR,15,0.12
fjAs,2,0.02
vy,21,0.16
tRas,2,0.02
pRC,1,0.01
dC,5,0.04
de~,5,0.04
En,10,0.08
REn,7,0.05
ja,3,0.02
fam,48,0.37
dj2,76,0.59
kRe~,2,0.02
spa,1,0.01
mEs,2,0.02
njaR,3,0.02
kaR,4,0.03
lam,21,0.16
lfo,3,0.02
Ra,43,0.33
kOm,5,0.04
va,11,0.09
mot,2,0.02
mHA,1,0.01
ksit,1,0.01
tAd,1,0.01
sid,5,0.04
lH9R,3,0.02
tiv,8,0.06
Riv,12,0.09
myR,9,0.07
syR,13,0.1
tik,15,0.12
Raj,5,0.04
mje,4,0.03
bRav,1,0.01
RdOn,4,0.03
bOn,4,0.03
bOt,2,0.02
sOl,3,0.02
zit,2,0.02
jaZ,6,0.05
plas,7,0.05
RA,44,0.34
RsyR,1,0.01
kRy,6,0.05
Ryt,1,0.01
fREl,1,0.01
n9,2,0.02
plE,8,0.06
laS,1,0.01
fRiR,19,0.15
RiR,67,0.52
bRez,1,0.01
l2z,1,0.01
ta,11,0.09
gal,6,0.05
tAz,18,0.14
dal,5,0.04
bas,1,0.01
dAz,1,0.01
tRAZ,9,0.07
diz,8,0.06
mAZ,1,0.01
y,2,0.02
R2,29,0.22
jCz,2,0.02
tRE,9,0.07
R9R,17,0.13
ttAz,3,0.02
tOn,6,0.05
lEt,6,0.05
Zwa,13,0.1
RnE,1,0.01
lo,17,0.13
Ro,14,0.11
ad,1,0.01
di,53,0.41
zAz,3,0.02
tRi,17,0.13
dRid,3,0.02
ZA,5,0.04
sCZ,13,0.1
nA,20,0.16
pRA,8,0.06
fot,2,0.02
a,1,0.01
kE,8,0.06
bRAS,1,0.01
tje~,11,0.09
vRE,17,0.13
kA,3,0.02
sa,11,0.09
p9R,6,0.05
kut,4,0.03
pREt,2,0.02
RCt,2,0.02
plC,3,0.02
REv,14,0.11
SEv,2,0.02
bRiz,3,0.02
biz,1,0.01
za,5,0.04
lkC,9,0.07
lyn,6,0.05
bEn,4,0.03
RjER,6,0.05
tom,2,0.02
dom,2,0.02
kCd,6,0.05
nit,5,0.04
RtA,16,0.12
v9R,10,0.08
stA,18,0.14
sEs,12,0.09
nCd,1,0.01
RAs,38,0.29
RAp,1,0.01
lAp,8,0.06
te~t,2,0.02
Rtaj,3,0.02
Ed,3,0.02
lEd,1,0.01
tal,8,0.06
ke,8,0.06
nE,23,0.18
Rke,3,0.02
poz,6,0.05
AZ,4,0.03
mni,9,0.07
kRi,16,0.12
RlEt,1,0.01
RdAt,5,0.04
dAt,6,0.05
kuS,7,0.05
sd2z,1,0.01
m2,4,0.03
sj2,50,0.39
Rwas,1,0.01
klER,9,0.07
gwas,2,0.02
skyR,7,0.05
pyR,24,0.19
mwe~,22,0.17
tCb,12,0.09
Zi,12,0.09
kCt,8,0.06
ske,2,0.02
lAs,30,0.23
tREt,4,0.03
lit,5,0.04
vje,6,0.05
Sa,3,0.02
flam,13,0.1
RtEn,4,0.03
blE,8,0.06
sEt,5,0.04
zaZ,21,0.16
laZ,4,0.03
Rom,10,0.08
tyR,33,0.26
Rje,15,0.12
diR,25,0.19
lOm,9,0.07
ZAs,4,0.03
lZAs,1,0.01
zA,34,0.26
Rso,12,0.09
tEl,21,0.16
jal,5,0.04
dEl,17,0.13
kuR,11,0.09
las,15,0.12
gRas,2,0.02
sAt,16,0.12
jiR,6,0.05
but,3,0.02
sHa,9,0.07
j2,9,0.07
vje~,11,0.09
Rl2R,1,0.01
Rj2,11,0.09
kwa,14,0.11
bi,3,0.02
mEj,12,0.09
spER,5,0.04
plER,3,0.02
vwa,23,0.18
sjEn,4,0.03
vEn,6,0.05
szA,3,0.02
mEd,4,0.03
nOm,5,0.04
fAt,5,0.04
luz,3,0.02
pE,7,0.05
dtEl,16,0.12
RmE,7,0.05
tRin,6,0.05
nHit,6,0.05
Rfe~,6,0.05
gRe~,7,0.05
Re~,13,0.1
fje,5,0.04
styR,1,0.01
d2,10,0.08
sal,1,0.01
pal,9,0.07
dOm,1,0.01
taR,15,0.12
bil,10,0.08
RjAt,2,0.02
RjAs,7,0.05
n@z,1,0.01
s9j,3,0.02
d9j,9,0.07
spE,9,0.07
Zj2,2,0.02
zE,17,0.13
kil,9,0.07
kRe,13,0.1
tAt,8,0.06
fyt,1,0.01
blAt,10,0.08
dut,8,0.06
ve~t,4,0.03
fHi,8,0.06
ka,9,0.07
vjEj,3,0.02
flAz,1,0.01
sEl,10,0.08
jaR,19,0.15
Rbe,6,0.05
lEs,4,0.03
gRA,8,0.06
ot,4,0.03
REj,13,0.1
zOR,7,0.05
vOk,1,0.01
njaZ,1,0.01
tRaj,2,0.02
ttA,9,0.07
REt,14,0.11
dmiR,2,0.02
Zu,3,0.02
RsOn,5,0.04
sOn,3,0.02
lti,7,0.05
g9R,8,0.06
man,2,0.02
tan,3,0.02
Rse,18,0.14
n9R,28,0.22
sfER,1,0.01
lEn,9,0.07
pRAt,2,0.02
dt2,4,0.03
dt2z,1,0.01
kEl,8,0.06
ll9R,1,0.01
sjAs,7,0.05
RkE,1,0.01
RdE,6,0.05
Si,3,0.02
mjEn,1,0.01
sAd,1,0.01
nja,3,0.02
maR,2,0.02
Rkad,2,0.02
Rtik,3,0.02
gid,1,0.01
fiR,5,0.04
lup,1,0.01
bA,6,0.05
vid,14,0.11
Rta,2,0.02
mAs,29,0.22
t9R,11,0.09
RER,1,0.01
vEj,8,0.06
Rla,4,0.03
k9R,6,0.05
RtE,8,0.06
RwaR,13,0.1
mwaR,11,0.09
RZ9n,2,0.02
fe~,21,0.16
stER,9,0.07
pu,6,0.05
Rvu,5,0.04
dit,4,0.03
val,3,0.02
zwe~,6,0.05
mje~,7,0.05
Rje~,36,0.28
Rdiv,1,0.01
vuz,3,0.02
pER,23,0.18
mij,14,0.11
bRij,1,0.01
j9R,11,0.09
skA,1,0.01
niz,1,0.01
sER,7,0.05
nEz,3,0.02
vEz,4,0.03
tREl,1,0.01
ttER,2,0.02
jz,2,0.02
gAz,1,0.01
fik,4,0.03
lHe,2,0.02
RSE,2,0.02
gRe,11,0.09
ZER,9,0.07
mjER,15,0.12
zER,27,0.21
fuR,3,0.02
Z2,7,0.05
pROS,7,0.05
zan,6,0.05
pwaR,10,0.08
gRin,2,0.02
pte,11,0.09
fOR,5,0.04
pRiz,7,0.05
siR,1,0.01
vj2,14,0.11
mEt,3,0.02
RjEt,3,0.02
RlE,2,0.02
bla,2,0.02
lmo,2,0.02
fl9R,26,0.2
sin,1,0.01
klin,1,0.01
Rna,6,0.05
sd2,2,0.02
fly,1,0.01
RmyR,6,0.05
Sod,2,0.02
kEt,3,0.02
RnEl,20,0.16
glC,3,0.02
lEl,4,0.03
taS,4,0.03
blim,2,0.02
sim,3,0.02
o,15,0.12
RtEl,28,0.22
bim,2,0.02
Rsim,1,0.01
lRik,1,0.01
zCd,1,0.01
tif,8,0.06
vjA,1,0.01
Som,2,0.02
s9R,8,0.06
bom,1,0.01
vis,3,0.02
jom,1,0.01
sEn,7,0.05
RniS,1,0.01
SE,3,0.02
blC,2,0.02
j9l,2,0.02
glE,3,0.02
kly,1,0.01
Rdyz,1,0.01
kRan,4,0.03
fCt,1,0.01
an,4,0.03
mEz,4,0.03
vwe,1,0.01
gu,8,0.06
tHEn,1,0.01
RsA,2,0.02
Ros,1,0.01
vREs,12,0.09
dve~,1,0.01
RdoS,11,0.09
gA,2,0.02
n9v,1,0.01
e,7,0.05
b2v,1,0.01
nOs,2,0.02
nys,5,0.04
bli,13,0.1
pRe~t,1,0.01
bC,12,0.09
ZE,12,0.09
RnAt,1,0.01
mal,18,0.14
RvAt,2,0.02
pC,6,0.05
zin,9,0.07
RlC,1,0.01
stal,2,0.02
kRe~t,6,0.05
lAZ,3,0.02
dRa,10,0.08
s2z,2,0.02
sHi,9,0.07
SEz,4,0.03
bREz,1,0.01
ve~,41,0.32
bRe~,2,0.02
ROR,10,0.08
dj2z,1,0.01
bOl,3,0.02
ZC,1,0.01
szAz,1,0.01
myz,5,0.04
fAz,4,0.03
szyz,1,0.01
mjEl,3,0.02
ksC,1,0.01
be~,9,0.07
tRuv,1,0.01
saR,1,0.01
lEm,6,0.05
stEm,3,0.02
SEs,5,0.04
Rfid,2,0.02
ple~,6,0.05
spEt,2,0.02
fAs,11,0.09
Riz,3,0.02
min,7,0.05
in,1,0.01
njER,9,0.07
Rve,4,0.03
maz,1,0.01
vaR,8,0.06
RC,23,0.18
lHaZ,1,0.01
paZ,5,0.04
dRo,1,0.01
REd,1,0.01
mat,1,0.01
vat,2,0.02
klOS,1,0.01
nER,13,0.1
sje~,5,0.04
tRo,5,0.04
gRy,2,0.02
gaZ,9,0.07
lwEt,2,0.02
te~z,1,0.01
lfE,2,0.02
ROb,2,0.02
glOb,1,0.01
pOS,4,0.03
mC,7,0.05
fRo,1,0.01
muS,2,0.02
nEZ,7,0.05
RjA,12,0.09
zje,3,0.02
kAt,2,0.02
pHi,6,0.05
fRA,4,0.03
smo,1,0.01
zEl,6,0.05
vEk,1,0.01
sit,1,0.01
pREm,10,0.08
mAd,7,0.05
fe~t,1,0.01
lpa,3,0.02
tRER,5,0.04
foz,1,0.01
lpER,1,0.01
2,3,0.02
kfij,1,0.01
RsC,4,0.03
zjC,11,0.09
fHiR,5,0.04
bHE,1,0.01
stAs,5,0.04
gEt,1,0.01
bo,43,0.33
Rty,5,0.04
RlAt,1,0.01
RvEl,3,0.02
lbC,1,0.01
v9f,1,0.01
tHa,1,0.01
sn9f,1,0.01
tje~z,1,0.01
ke~,4,0.03
Ris,3,0.02
tRis,4,0.03
vRaR,1,0.01
fi,10,0.08
sif,10,0.08
u,1,0.01
ROn,2,0.02
fu,9,0.07
Et,12,0.09
RtAt,2,0.02
glEz,2,0.02
ER,4,0.03
Ras,2,0.02
lvi,1,0.01
kRiz,2,0.02
mEl,7,0.05
ZAb,2,0.02
RbOt,1,0.01
jo,1,0.01
vaS,1,0.01
bag,1,0.01
kRat,1,0.01
ROk,1,0.01
d2j,1,0.01
gRum,1,0.01
tRAt,1,0.01
vC,2,0.02
vAt,10,0.08
tRal,1,0.01
Rat,1,0.01
fwaz,5,0.04
faz,1,0.01
fRaz,2,0.02
Rj2z,3,0.02
j2z,9,0.07
gut,4,0.03
Rut,6,0.05
Rdif,1,0.01
lik,11,0.09
pCS,2,0.02
vas,2,0.02
dRe,3,0.02
Z2n,1,0.01
mAS,3,0.02
fin,2,0.02
Rfam,1,0.01
blas,1,0.01
RyS,1,0.01
swe~,3,0.02
ttu,1,0.01
st9R,2,0.02
ly,11,0.09
bjER,3,0.02
pip,1,0.01
pap,1,0.01
taZ,5,0.04
djOt,1,0.01
ZOR,1,0.01
nHa,1,0.01
ston,1,0.01
bEt,1,0.01
Rti,4,0.03
lke~,4,0.03
Rde~,2,0.02
flE,5,0.04
RsE,3,0.02
mHEt,10,0.08
lyt,8,0.06
sEj,1,0.01
by,1,0.01
Rsa,3,0.02
ktim,2,0.02
aj,1,0.01
pES,3,0.02
mES,1,0.01
njOR,5,0.04
nwi,5,0.04
sot,2,0.02
dROg,1,0.01
baz,7,0.05
kjE,6,0.05
dik,4,0.03
Ru,4,0.03
t2z,3,0.02
RZil,6,0.05
OR,3,0.02
sjER,12,0.09
nuz,4,0.03
dje~,5,0.04
tij,7,0.05
ZjC,3,0.02
z2R,2,0.02
blAS,2,0.02
vjEn,2,0.02
mis,1,0.01
dyR,7,0.05
pR9v,1,0.01
pEs,4,0.03
sOm,7,0.05
tROm,2,0.02
djAt,1,0.01
fl9v,1,0.01
lsEn,1,0.01
sES,4,0.03
SEl,1,0.01
RviS,1,0.01
vej,1,0.01
viR,2,0.02
kRim,4,0.03
tHe,7,0.05
RjC,3,0.02
bRaZ,2,0.02
fan,3,0.02
lte,4,0.03
vOR,4,0.03
RSe,9,0.07
pAS,1,0.01
jOn,1,0.01
vAs,3,0.02
kpaz,2,0.02
sez,2,0.02
spC,1,0.01
je~,4,0.03
bEj,2,0.02
RvEj,2,0.02
baR,1,0.01
Rvuz,1,0.01
RSAt,1,0.01
Rop,3,0.02
dOl,2,0.02
zEd,1,0.01
RlOm,2,0.02
ZEt,5,0.04
pe~,10,0.08
lwaR,8,0.06
lgER,5,0.04
fRe,2,0.02
klE,1,0.01
vRa,2,0.02
kul,2,0.02
pREn,1,0.01
sH9R,5,0.04
Rmij,1,0.01
lin,3,0.02
pas,2,0.02
blik,4,0.03
pol,2,0.02
Rol,1,0.01
nEl,2,0.02
vEt,2,0.02
Rja,2,0.02
2j,3,0.02
stis,3,0.02
plis,5,0.04
zj2z,2,0.02
ktav,1,0.01
Rsy,2,0.02
lbi,1,0.01
nj2,5,0.04
nim,2,0.02
fle,2,0.02
nj2z,2,0.02
vo,18,0.14
kyn,2,0.02
ljez,2,0.02
tti,1,0.01
tat,1,0.01
staf,1,0.01
RmEj,4,0.03
Rbyz,1,0.01
aZ,3,0.02
naR,1,0.01
jE,7,0.05
dwa,4,0.03
bRe,5,0.04
Rd9R,3,0.02
plEz,2,0.02
gOt,1,0.01
SAt,3,0.02
pli,9,0.07
vOt,1,0.01
s2,4,0.03
lis,4,0.03
syk,1,0.01
kle~,1,0.01
fCz,1,0.01
ma,2,0.02
lAg,2,0.02
Rs9l,1,0.01
dREs,2,0.02
Rtin,3,0.02
vin,6,0.05
lkA,1,0.01
stEs,9,0.07
mil,1,0.01
Zil,2,0.02
Rtil,3,0.02
Ril,4,0.03
nOR,5,0.04
fRaZ,1,0.01
viv,3,0.02
lZuR,2,0.02
kEn,3,0.02
fRAt,1,0.01
dEm,2,0.02
zEm,6,0.05
RmER,1,0.01
sil,4,0.03
SER,12,0.09
ksA,3,0.02
bCd,4,0.03
Rlam,1,0.01
mAz,6,0.05
vwal,4,0.03
spiR,8,0.06
ful,5,0.04
flo,8,0.06
miR,10,0.08
tREn,2,0.02
sje~z,1,0.01
RtEt,2,0.02
RvE,1,0.01
mid,2,0.02
flES,1,0.01
RzEl,2,0.02
djA,3,0.02
Rjez,1,0.01
ste~z,2,0.02
tyd,19,0.15
t9j,2,0.02
dis,12,0.09
daR,1,0.01
kSAt,1,0.01
zif,1,0.01
dR2,2,0.02
Rk9j,5,0.04
kot,2,0.02
kaS,1,0.01
bwat,1,0.01
Rlu,1,0.01
vut,1,0.01
SAz,2,0.02
kREt,3,0.02
ZEn,3,0.02
9R,1,0.01
tEn,3,0.02
lme,1,0.01
RZEt,2,0.02
sEd,2,0.02
ttEm,2,0.02
bEs,1,0.01
pt2R,2,0.02
mCt,2,0.02
d@,1,0.01
sHit,4,0.03
gyR,1,0.01
pREs,2,0.02
Sov,2,0.02
pEt,6,0.05
vad,1,0.01
ge,5,0.04
SEn,7,0.05
tjEn,5,0.04
lsEs,1,0.01
dOn,4,0.03
Rnj,1,0.01
lyl,1,0.01
tRiR,2,0.02
bHe~,2,0.02
fRAs,8,0.06
vRe,3,0.02
fRok,1,0.01
is,1,0.01
nHaZ,2,0.02
RaR,4,0.03
fRER,3,0.02
blEm,3,0.02
Zwe~t,1,0.01
lSAt,1,0.01
sol,3,0.02
vREt,1,0.01
mOd,3,0.02
myn,2,0.02
spEs,1,0.01
Sat,1,0.01
mEv,1,0.01
kny,1,0.01
Zit,1,0.01
liz,1,0.01
Rlin,1,0.01
Zin,1,0.01
Ez,2,0.02
So,3,0.02
RfE,2,0.02
jwaR,1,0.01
SEt,2,0.02
daj,1,0.01
ga,1,0.01
sad,1,0.01
if,1,0.01
tREm,5,0.04
swat,3,0.02
ki,3,0.02
bRER,1,0.01
tut,5,0.04
Rik,3,0.02
SAZ,2,0.02
kRiR,9,0.07
nal,6,0.05
san,7,0.05
sjCz,2,0.02
sHiz,1,0.01
gAs,3,0.02
nAs,1,0.01
tZuR,4,0.03
duR,1,0.01
kREm,1,0.01
fwE,1,0.01
Zyp,1,0.01
plEs,1,0.01
swe~z,1,0.01
sfEm,7,0.05
go,1,0.01
b2f,1,0.01
blot,1,0.01
mj2,10,0.08
fRid,1,0.01
ltan,1,0.01
mus,3,0.02
byl,1,0.01
zjE,1,0.01
sko,1,0.01
iz,3,0.02
ne~,1,0.01
E,3,0.02
moz,4,0.03
dOt,1,0.01
nOt,1,0.01
jAs,4,0.03
ltA,2,0.02
lmA,2,0.02
Sy,2,0.02
sEz,3,0.02
kit,1,0.01
Rfe,1,0.01
fym,1,0.01
baj,1,0.01
zym,1,0.01
tiz,1,0.01
plym,1,0.01
bR2,1,0.01
dte~,1,0.01
Siz,2,0.02
miz,1,0.01
as,2,0.02
kiz,1,0.01
flEt,1,0.01
dE,3,0.02
yz,1,0.01
jOt,1,0.01
lpEl,1,0.01
zAt,1,0.01
RbEl,1,0.01
nuj,2,0.02
fuj,1,0.01
zuj,1,0.01
kse~,1,0.01
kpa,6,0.05
lsi,1,0.01
lje~,4,0.03
tus,4,0.03
kOl,1,0.01
Su,1,0.01
kAs,2,0.02
Rsis,2,0.02
lfas,1,0.01
Ral,2,0.02
bl2z,1,0.01
lOp,2,0.02
C,5,0.04
dson,1,0.01
vjER,2,0.02
Rtu,7,0.05
RmC,1,0.01
Rwe,1,0.01
lmC,1,0.01
zik,2,0.02
siz,2,0.02
pam,1,0.01
ljER,6,0.05
fRE,2,0.02
duz,1,0.01
pRe~s,3,0.02
plyz,2,0.02
sCz,3,0.02
njez,2,0.02
buZ,2,0.02
dwaR,2,0.02
SwaR,1,0.01
pCd,3,0.02
lCd,1,0.01
del,1,0.01
Rvi,2,0.02
REz,2,0.02
RsAz,1,0.01
zyn,1,0.01
al,2,0.02
d2z,1,0.01
Z2z,1,0.01
goS,1,0.01
Rwat,1,0.01
zy,2,0.02
plA,2,0.02
Rni,1,0.01
gREk,2,0.02
stol,2,0.02
dHiR,2,0.02
sak,2,0.02
jit,1,0.01
gRij,1,0.01
siv,2,0.02
lAS,1,0.01
RbaR,1,0.01
sbuR,1,0.01
RsEl,1,0.01
mHEz,2,0.02
lvER,1,0.01
djER,4,0.03
bER,1,0.01
naZ,4,0.03
lkCk,2,0.02
van,1,0.01
gdad,1,0.01
did,1,0.01
RlOZ,1,0.01
RviR,1,0.01
boz,2,0.02
RZi,1,0.01
fRap,1,0.01
spas,2,0.02
zis,1,0.01
dEn,1,0.01
nwiR,3,0.02
Rfas,1,0.01
Ruz,1,0.01
tH2,2,0.02
Rbit,1,0.01
RtiZ,1,0.01
kys,1,0.01
sjal,1,0.01
ple,2,0.02
kwe,1,0.01
d@R,1,0.01
bRas,1,0.01
tRe~t,1,0.01
bZE,1,0.01
fis,2,0.02
zAZ,1,0.01
RpER,1,0.01
mit,1,0.01
nEf,1,0.01
glAt,3,0.02
klu,1,0.01
smal,1,0.01
kRal,1,0.01
Zak,2,0.02
kje,1,0.01
lCb,2,0.02
skus,1,0.01
Rjo,1,0.01
RHin,3,0.02
tin,1,0.01
lda,3,0.02
bCt,1,0.01
kal,1,0.01
Rbo,3,0.02
flA,3,0.02
me~g,1,0.01
tiZ,2,0.02
lja,1,0.01
RtyR,1,0.01
ltiZ,1,0.01
vRit,1,0.01
Zwe,2,0.02
vAd,1,0.01
lvot,1,0.01
koz,2,0.02
pRoz,2,0.02
sti,1,0.01
Rod,1,0.01
Rge,1,0.01
bad,2,0.02
plEt,1,0.01
gle,1,0.01
tHil,2,0.02
gRAZ,1,0.01
stil,2,0.02
RHit,1,0.01
dHi,1,0.01
RSA,3,0.02
bw2,1,0.01
l2,2,0.02
Rpe~,1,0.01
jOm,1,0.01
tRC,1,0.01
lCz,2,0.02
blAs,1,0.01
Rj,1,0.01
sEk,1,0.01
jEt,2,0.02
ZAd,1,0.01
luR,1,0.01
biS,1,0.01
bij,1,0.01
SaR,2,0.02
le~p,1,0.01
pRis,1,0.01
ZEs,2,0.02
Rwaz,1,0.01
mHE,2,0.02
da,1,0.01
klOR,4,0.03
kOs,2,0.02
zoz,1,0.01
Rke~,1,0.01
Rpe,1,0.01
Rmez,1,0.01
RtuR,1,0.01
RZiR,1,0.01
lAz,2,0.02
sj2z,5,0.04
plaZ,1,0.01
RvEn,1,0.01
RdyR,5,0.04
dR2z,1,0.01
su,1,0.01
t@j,1,0.01
2f,1,0.01
Rtym,1,0.01
tRa,2,0.02
lnC,1,0.01
lj2z,1,0.01
psC,1,0.01
ZEz,1,0.01
RHEl,1,0.01
llit,1,0.01
RdC,1,0.01
tEm,1,0.01
iR,2,0.02
ji,4,0.03
jEn,2,0.02
gREs,2,0.02
gzil,2,0.02
@R,1,0.01
lwAZ,1,0.01
ZEm,1,0.01
lak,1,0.01
fR2,2,0.02
tH2z,1,0.01
spOR,1,0.01
lviR,1,0.01
ROS,1,0.01
pREz,1,0.01
Rtut,2,0.02
tuS,3,0.02
bwaz,2,0.02
laR,3,0.02
RpyR,1,0.01
lmal,1,0.01
kfE,1,0.01
tjCz,1,0.01
kyR,2,0.02
RmAt,2,0.02
pEz,1,0.01
Zwi,1,0.01
pit,1,0.01
pjEZ,1,0.01
moR,2,0.02
lyz,1,0.01
psEd,1,0.01
kREs,1,0.01
stot,1,0.01
spOt,1,0.01
