Syllabe,Occurrences,Pourcentage
nu,125,0.26
n9,11,0.02
kRi,68,0.14
t9R,54,0.11
sjo,1,0.0
t2,20,0.04
Re,339,0.71
ga,8,0.02
bOt,2,0.0
tEt,110,0.23
spas,35,0.07
R9R,158,0.33
sOk,4,0.01
nHaZ,20,0.04
gzil,17,0.04
vwaR,218,0.46
ski,6,0.01
zo,121,0.25
lCb,22,0.05
zOR,10,0.02
bRaz,7,0.01
lwAZ,3,0.01
mal,77,0.16
SER,34,0.07
tE,198,0.41
flo,58,0.12
mEn,91,0.19
nEl,56,0.12
Ziz,3,0.01
nuj,4,0.01
lje,127,0.27
po,53,0.11
bRym,31,0.06
sjEl,148,0.31
fCd,68,0.14
lCd,25,0.05
mwa,145,0.3
lHi,166,0.35
mER,212,0.44
plE,40,0.08
Rmi,86,0.18
fjER,17,0.04
klav,16,0.03
s2,32,0.07
Rdo,7,0.01
Rzil,1,0.0
Rbe,17,0.04
ply,124,0.26
vCt,12,0.03
Roz,87,0.18
RsaZ,2,0.0
lOm,116,0.24
Rki,17,0.04
RAd,3,0.01
Z9R,39,0.08
skyR,118,0.25
fwaz,18,0.04
fRaZ,4,0.01
nC,88,0.18
Rwa,345,0.72
fRES,4,0.01
vRiR,17,0.04
bim,98,0.2
Rje~,100,0.21
fos,28,0.06
vEk,106,0.22
lEt,49,0.1
ne,265,0.55
ROl,29,0.06
plEn,64,0.13
pus,19,0.04
vit,13,0.03
zi,57,0.12
vaZ,40,0.08
bu,63,0.13
tuS,8,0.02
sAz,17,0.04
RjER,40,0.08
sj2z,8,0.02
gaR,77,0.16
twaz,3,0.01
dj2z,8,0.02
nje,129,0.27
o,107,0.22
Om,68,0.14
dtOR,84,0.18
plCZ,15,0.03
dut,16,0.03
lwa,73,0.15
dA,125,0.26
zAZ,12,0.03
vRil,19,0.04
mEl,41,0.09
bC,52,0.11
Rwaz,25,0.05
niR,101,0.21
bRA,3,0.01
Zez,3,0.01
s9l,96,0.2
lC,92,0.19
kbet,1,0.0
da,10,0.02
zA,97,0.2
Rs9R,14,0.03
luv,4,0.01
SwaR,3,0.01
Zi,31,0.06
klo,16,0.03
li,69,0.14
sCZ,49,0.1
tAt,46,0.1
d2,57,0.12
mC,79,0.17
vo,62,0.13
Sez,8,0.02
lil,2,0.0
Rle,39,0.08
d9R,103,0.22
RfE,14,0.03
plis,17,0.04
bRyl,7,0.01
se~,79,0.17
tut,38,0.08
mwaR,23,0.05
dis,30,0.06
RtEt,11,0.02
s9R,47,0.1
RuS,76,0.16
j9R,28,0.06
lE,150,0.31
RmA,71,0.15
di,257,0.54
jiR,21,0.04
kE,13,0.03
lyz,1,0.0
lH9R,54,0.11
REl,33,0.07
tCb,107,0.22
vjEn,13,0.03
sHiz,9,0.02
zEm,2,0.0
mi,122,0.26
Rsoz,2,0.0
bl2,82,0.17
gRav,14,0.03
si,242,0.51
stot,1,0.0
is,2,0.0
te~,112,0.23
njER,43,0.09
flam,83,0.17
RmEs,2,0.0
Re~g,1,0.0
pRoz,3,0.01
sif,62,0.13
sEl,59,0.12
RAg,1,0.0
de,121,0.25
lfE,10,0.02
Rn9,3,0.01
vC,33,0.07
lj2,101,0.21
ty,122,0.26
mEm,68,0.14
sE,147,0.31
l9R,146,0.31
kRy,14,0.03
fAz,17,0.04
Et,48,0.1
al,21,0.04
vAz,11,0.02
no,23,0.05
pi,41,0.09
RmyR,36,0.08
saZ,52,0.11
Zwa,81,0.17
RbEk,1,0.0
j2,41,0.09
jA,198,0.41
jaR,48,0.1
p2z,2,0.0
gRaf,1,0.0
RjAt,10,0.02
RjA,39,0.08
je~,16,0.03
klER,70,0.15
fR2,20,0.04
mHEt,20,0.04
muR,128,0.27
tRER,9,0.02
taR,9,0.02
RE,265,0.55
ge,24,0.05
Zu,29,0.06
stA,26,0.05
twa,84,0.18
tRAZ,30,0.06
lu,40,0.08
Ry,76,0.16
Rit,19,0.04
gu,9,0.02
fER,162,0.34
las,48,0.1
sOm,78,0.16
Sin,5,0.01
Rj2,91,0.19
fR2z,11,0.02
gRe~,5,0.01
lER,101,0.21
se~z,5,0.01
vaz,9,0.02
sin,17,0.04
dtam,1,0.0
RwaR,20,0.04
Rval,5,0.01
Rve,1,0.0
Ryd,6,0.01
nOm,45,0.09
kRe,83,0.17
dwa,32,0.07
Ra,104,0.22
Rsil,8,0.02
RdC,14,0.03
REt,49,0.1
glA,18,0.04
RvEl,2,0.0
pEt,39,0.08
gal,28,0.06
tif,16,0.03
jCz,16,0.03
kEt,7,0.01
glo,13,0.03
ZuR,244,0.51
RHi,54,0.11
viv,12,0.03
RbuS,7,0.01
Rj2z,23,0.05
RnA,5,0.01
klin,9,0.02
sHER,15,0.03
RmC,6,0.01
st9R,7,0.01
RC,136,0.28
miz,15,0.03
ble,57,0.12
Rom,17,0.04
REj,53,0.11
tus,49,0.1
zER,59,0.12
kRal,18,0.04
kOR,69,0.14
kEl,26,0.05
tRu,15,0.03
Rne,39,0.08
pREz,7,0.01
So,26,0.05
RsAt,2,0.0
RmEj,46,0.1
fym,10,0.02
vje~t,14,0.03
ROR,83,0.17
nj9R,45,0.09
ka,11,0.02
glEv,22,0.05
A,121,0.25
Ro,79,0.17
2,41,0.09
RpE,1,0.0
pEn,35,0.07
vaR,4,0.01
nil,4,0.01
ske,8,0.02
bOR,33,0.07
sje,34,0.07
kwa,61,0.13
ZA,42,0.09
skad,6,0.01
RbEl,1,0.0
til,58,0.12
Rpe,5,0.01
RHA,3,0.01
mij,22,0.05
tRo,9,0.02
dREs,11,0.02
dt2,30,0.06
dRe,10,0.02
REs,29,0.06
RpEn,3,0.01
Rby,3,0.01
tom,46,0.1
pRE,82,0.17
mEs,8,0.02
mwe~,40,0.08
sd2,14,0.03
kot,4,0.01
ZAs,6,0.01
naj,2,0.0
pal,29,0.06
zik,8,0.02
bo,168,0.35
dy,65,0.14
flA,28,0.06
ko,13,0.03
At,24,0.05
kC,6,0.01
vid,36,0.08
Rbez,2,0.0
luR,13,0.03
be,53,0.11
fu,27,0.06
fyZ,3,0.01
lvER,8,0.02
pis,15,0.03
pREt,9,0.02
RA,156,0.33
Ru,42,0.09
Rvag,2,0.0
fHi,44,0.09
kuS,6,0.01
Rli,6,0.01
tez,13,0.03
zCd,11,0.02
lwaR,72,0.15
RRAz,2,0.0
de~,35,0.07
gRA,66,0.14
fim,4,0.01
RjE,15,0.03
tAs,9,0.02
Rde,40,0.08
pROS,17,0.04
psAt,1,0.0
siv,12,0.03
nal,19,0.04
faR,19,0.04
pAz,3,0.01
k2,6,0.01
kaR,4,0.01
nj,149,0.31
gyR,37,0.08
kRE,24,0.05
ziR,32,0.07
stER,71,0.15
koz,26,0.05
fe~,77,0.16
sEs,26,0.05
lda,28,0.06
ly,50,0.1
me,144,0.3
fHit,17,0.04
lAs,70,0.15
RSAZ,1,0.0
plEt,10,0.02
kRiR,8,0.02
kREz,2,0.0
tje,109,0.23
nit,35,0.07
Rlat,4,0.01
RER,5,0.01
nEZ,28,0.06
klE,7,0.01
mCz,16,0.03
daR,4,0.01
Rop,4,0.01
jAz,7,0.01
nAt,28,0.06
dtu,3,0.01
RHEl,1,0.0
Ris,12,0.03
bliR,3,0.01
gRE,27,0.06
pwe~,101,0.21
pCt,2,0.0
pit,7,0.01
tRuz,2,0.0
stAt,4,0.01
kla,11,0.02
su,28,0.06
Rjo,7,0.01
dyR,18,0.04
dRE,15,0.03
ZE,27,0.06
SOk,11,0.02
RtA,39,0.08
loz,4,0.01
RwaZ,3,0.01
tRC,7,0.01
pje,83,0.17
vE,145,0.3
RAt,32,0.07
n@,1,0.0
Rte~,18,0.04
tHe,38,0.08
mEt,18,0.04
RZi,21,0.04
kup,7,0.01
vj2,34,0.07
ZwiR,6,0.01
gme,1,0.0
le~p,4,0.01
R@,1,0.0
El,42,0.09
mit,15,0.03
kuR,34,0.07
sAs,36,0.08
flOt,16,0.03
mEz,18,0.04
Rbo,11,0.02
tan,1,0.0
lke~,33,0.07
bRAS,32,0.07
RiR,98,0.2
mon,7,0.01
Rme,64,0.13
lZ2,1,0.0
RpAd,1,0.0
RkA,12,0.03
nHe,93,0.19
stik,3,0.01
nyk,2,0.0
blez,4,0.01
fRu,2,0.0
klOS,2,0.0
so,55,0.11
vu,106,0.22
dE,41,0.09
pHi,42,0.09
bje~,77,0.16
muS,14,0.03
ple,9,0.02
pRe~s,23,0.05
bRid,6,0.01
Rpa,7,0.01
kas,2,0.0
lEv,34,0.07
ktim,5,0.01
Rvi,12,0.03
go,3,0.01
njOR,11,0.02
ROk,15,0.03
fE,132,0.28
Es,5,0.01
RzEl,1,0.0
fRe,7,0.01
Rk2,3,0.01
Rtiv,1,0.0
pte,26,0.05
taj,52,0.11
REn,38,0.08
v2,56,0.12
twal,106,0.22
lfC,8,0.02
ke,28,0.06
kil,19,0.04
blCd,10,0.02
pAS,17,0.04
dOl,6,0.01
miR,18,0.04
dOR,36,0.08
swaf,9,0.02
va,74,0.15
fo,25,0.05
jo,7,0.01
lje~,6,0.01
Rje,35,0.07
plA,5,0.01
vOl,31,0.06
sAt,44,0.09
val,23,0.05
n2,26,0.05
syR,34,0.07
dAt,14,0.03
zin,11,0.02
ku,77,0.16
nik,16,0.03
ste,26,0.05
RCs,6,0.01
py,17,0.04
pC,36,0.08
kCt,13,0.03
tniR,1,0.0
gREv,17,0.04
mAz,24,0.05
sfER,19,0.04
RnEl,97,0.2
kyl,22,0.05
RmE,25,0.05
sol,2,0.0
glog,3,0.01
pol,33,0.07
nyl,7,0.01
twi,4,0.01
pjC,7,0.01
ve,164,0.34
baz,23,0.05
fREl,6,0.01
lAt,22,0.05
myz,10,0.02
paz,59,0.12
ptik,2,0.0
sER,48,0.1
t@,3,0.01
ER,9,0.02
zu,11,0.02
pin,11,0.02
mAZ,3,0.01
kwe,4,0.01
RpEz,1,0.0
pid,33,0.07
pRis,4,0.01
s9j,23,0.05
blEm,28,0.06
nER,70,0.15
Rdom,1,0.0
nwi,78,0.16
tH2,12,0.03
to,62,0.13
Som,7,0.01
dje~,6,0.01
Raj,20,0.04
sOn,22,0.05
RaZ,26,0.05
RtEl,31,0.06
pRe,17,0.04
tRi,42,0.09
bwaz,14,0.03
tal,34,0.07
tC,59,0.12
oz,14,0.03
tRaZ,8,0.02
fil,43,0.09
jE,67,0.14
tREz,2,0.0
naZ,12,0.03
tRCp,4,0.01
lak,6,0.01
bR2,51,0.11
kRiz,5,0.01
lEn,30,0.06
Rtaj,6,0.01
bRe,5,0.01
stal,9,0.02
tREl,2,0.0
lwe~,72,0.15
laS,11,0.02
sim,32,0.07
luz,7,0.01
jfov,2,0.0
tREt,7,0.01
am,78,0.16
ZjC,32,0.07
fRCt,14,0.03
ttaZ,1,0.0
zam,1,0.0
paR,46,0.1
dEl,29,0.06
Za,28,0.06
vje,21,0.04
pREs,6,0.01
dOm,10,0.02
gRas,20,0.04
RsEl,29,0.06
Rlo,4,0.01
RtCb,4,0.01
jvid,1,0.0
Rdus,2,0.0
s2R,26,0.05
jER,39,0.08
bRyt,7,0.01
g9l,1,0.0
SaR,14,0.03
piz,3,0.01
nEt,38,0.08
diR,43,0.09
tR2,23,0.05
Rsal,2,0.0
RAp,17,0.04
mHEz,3,0.01
sov,5,0.01
d@,4,0.01
gRij,8,0.02
Rde~,14,0.03
swe~,10,0.02
Rs2,4,0.01
lEz,23,0.05
dez,1,0.0
sy,59,0.12
vis,21,0.04
2j,10,0.02
pwe~t,14,0.03
RtC,6,0.01
vwaz,9,0.02
gje,1,0.0
mHe,18,0.04
jal,13,0.03
RSA,26,0.05
RZE,1,0.0
tRin,13,0.03
RZA,23,0.05
zAz,12,0.03
RSi,2,0.0
do,24,0.05
vAt,66,0.14
RkE,1,0.0
bul,1,0.0
niz,10,0.02
gREk,5,0.01
njyR,2,0.0
RnyR,1,0.0
zE,62,0.13
RpA,9,0.02
l2R,5,0.01
ve~t,13,0.03
dRam,8,0.02
tot,3,0.01
pR9v,8,0.02
dig,6,0.01
lfo,26,0.05
Rdi,29,0.06
twaR,49,0.1
RlaR,2,0.0
fRAS,4,0.01
vRE,49,0.1
i,67,0.14
lHiR,8,0.02
Rla,17,0.04
bRit,2,0.0
blo,3,0.01
kjEt,11,0.02
RAs,40,0.08
ZwEt,1,0.0
tAz,27,0.06
mCt,21,0.04
swa,45,0.09
nEf,4,0.01
RHin,14,0.03
tRE,18,0.04
spE,12,0.03
Rud,2,0.0
gRCd,12,0.03
tik,26,0.05
dji,23,0.05
klu,9,0.02
gER,48,0.1
njaR,6,0.01
dal,15,0.03
voz,6,0.01
zjo,1,0.0
pRe~,2,0.0
Rtyn,12,0.03
Ol,11,0.02
min,15,0.03
RbC,6,0.01
spA,2,0.0
Rvy,7,0.01
vy,39,0.08
blim,64,0.13
dus,22,0.05
mus,15,0.03
gA,31,0.06
pER,66,0.14
tit,20,0.04
pA,31,0.06
lis,24,0.05
ROn,15,0.03
tjER,64,0.13
Rj9R,23,0.05
zil,11,0.02
Zaz,1,0.0
sjER,24,0.05
mjEl,11,0.02
Rid,14,0.03
vif,4,0.01
lyl,4,0.01
kaZ,18,0.04
Rwat,29,0.06
Rg2j,20,0.04
lin,24,0.05
2z,18,0.04
ik,3,0.01
SAt,40,0.08
vaj,28,0.06
paj,17,0.04
ZAt,7,0.01
kRe~t,8,0.02
se~t,26,0.05
k9j,22,0.05
tRe,70,0.15
njE,12,0.03
Rda,6,0.01
aS,10,0.02
Rmin,10,0.02
RfEz,6,0.01
djER,13,0.03
sOR,52,0.11
kwe~,16,0.03
pj2,8,0.02
zEl,21,0.04
mvOl,1,0.0
gEt,6,0.01
lAz,1,0.0
mEj,19,0.04
b9R,4,0.01
Rty,21,0.04
nOR,32,0.07
n9R,48,0.1
zaZ,21,0.04
pRit,13,0.03
pEs,10,0.02
stEs,4,0.01
nEs,17,0.04
lZA,5,0.01
poz,26,0.05
fiR,13,0.03
sjCz,13,0.03
sle,1,0.0
Rmij,10,0.02
fij,38,0.08
Zj2,17,0.04
klam,15,0.03
ji,17,0.04
dRC,16,0.03
ljER,26,0.05
fi,51,0.11
spER,13,0.03
lREv,3,0.01
kRan,7,0.01
spEt,2,0.0
lte,12,0.03
vRaZ,1,0.0
Sje~,17,0.04
mwaz,4,0.01
il,2,0.0
RdA,34,0.07
p9R,61,0.13
vje~,87,0.18
bil,24,0.05
ssA,3,0.01
dHiR,1,0.0
SiR,16,0.03
Rti,37,0.08
RZil,9,0.02
RsOn,13,0.03
b2f,11,0.02
RjC,10,0.02
RpER,2,0.0
jz,20,0.04
n9v,2,0.0
RmAt,10,0.02
bHe~,7,0.01
jaZ,15,0.03
lpas,3,0.01
mjez,5,0.01
kA,17,0.04
zaR,37,0.08
lgER,5,0.01
Sy,3,0.01
vEj,25,0.05
Zwi,1,0.0
lfuj,1,0.0
Ruj,4,0.01
zoz,4,0.01
fOl,15,0.03
kloz,13,0.03
skuR,4,0.01
SE,22,0.05
fRiR,14,0.03
fwi,11,0.02
bas,13,0.03
fRCz,3,0.01
blAS,44,0.09
pEl,31,0.06
OR,23,0.05
sHiv,3,0.01
fAt,21,0.04
Rk9j,11,0.02
RmiR,12,0.03
bli,23,0.05
njC,13,0.03
piR,44,0.09
dEt,18,0.04
moz,13,0.03
ta,52,0.11
lon,7,0.01
lOn,6,0.01
Rtu,34,0.07
e,28,0.06
Zj2z,9,0.02
RnEz,20,0.04
bEl,39,0.08
nEz,5,0.01
pAt,16,0.03
RpAt,5,0.01
plCb,3,0.01
toz,5,0.01
bREz,8,0.02
plat,2,0.0
Si,10,0.02
RkuR,1,0.0
Rd2,9,0.02
fCz,4,0.01
Re~t,3,0.01
bHi,1,0.0
RZik,2,0.0
Zik,7,0.01
but,6,0.01
dto,11,0.02
zwe~,20,0.04
pAd,11,0.02
bR2z,8,0.02
m2z,4,0.01
RnOm,1,0.0
RCt,11,0.02
ke~,22,0.05
stij,1,0.0
njOl,10,0.02
vRAt,3,0.01
kwA,3,0.01
tj2,9,0.02
if,4,0.01
maj,1,0.0
zif,4,0.01
Rtiz,2,0.0
sad,7,0.01
Rvo,9,0.02
tjC,12,0.03
pwaR,20,0.04
klOR,17,0.04
fjEl,7,0.01
tRa,14,0.03
lkCk,2,0.0
kCk,3,0.01
ja,7,0.01
twan,2,0.0
Rfas,7,0.01
RlE,9,0.02
viz,7,0.01
j2R,14,0.03
dje,8,0.02
lEZ,1,0.0
tjCz,3,0.01
tRal,3,0.01
tREv,6,0.01
Rl9R,1,0.0
ZwE,7,0.01
bRiz,9,0.02
zAR,1,0.0
RdAt,6,0.01
lRul,1,0.0
Rp9R,4,0.01
tim,6,0.01
lyt,15,0.03
staz,14,0.03
njA,11,0.02
gnAt,2,0.0
tEn,34,0.07
fRER,13,0.03
RCp,5,0.01
nim,3,0.01
ve~s,13,0.03
lAZ,12,0.03
Rin,10,0.02
dtEl,21,0.04
Rpij,1,0.0
tje~,33,0.07
lt9R,6,0.01
sOl,10,0.02
RZe,26,0.05
blik,22,0.05
lik,6,0.01
Sof,2,0.0
kOd,2,0.0
gRe,35,0.07
me~z,9,0.02
z9R,2,0.0
fOR,44,0.09
ma,23,0.05
RtiR,37,0.08
pRe~t,2,0.0
bEt,33,0.07
RgyR,6,0.01
pliR,3,0.01
fik,13,0.03
ljEf,3,0.01
boS,12,0.03
ktyR,6,0.01
Ros,4,0.01
fas,33,0.07
faj,1,0.0
saj,14,0.03
Rv2,3,0.01
Rtus,10,0.02
le~,21,0.04
diz,14,0.03
ldat,2,0.0
nCz,4,0.01
Ct,17,0.04
ZiR,6,0.01
RZiR,5,0.01
tiR,46,0.1
dja,1,0.0
bRi,18,0.04
bRis,2,0.0
tiv,9,0.02
ktiv,5,0.01
tOR,10,0.02
fy,50,0.1
lim,2,0.0
be~z,1,0.0
aR,3,0.01
fuR,7,0.01
zjCz,3,0.01
n2z,6,0.01
ROs,15,0.03
ne~,9,0.02
lOs,10,0.02
fwiR,1,0.0
suR,13,0.03
bCd,6,0.01
Rni,5,0.01
Zje,2,0.0
tig,7,0.01
pCp,2,0.0
dRi,16,0.03
vEt,18,0.04
lOR,22,0.05
ZwA,2,0.0
vRe,13,0.03
vRA,16,0.03
Zwe,5,0.01
vCz,6,0.01
pREm,31,0.06
RdyR,7,0.01
kul,12,0.03
tREn,10,0.02
ktu,1,0.0
bik,2,0.0
dam,13,0.03
bom,3,0.01
RZEm,2,0.0
RsE,10,0.02
gRAt,5,0.01
Z9n,7,0.01
Z2n,2,0.0
RZu,2,0.0
fAZ,19,0.04
nyz,6,0.01
lwEt,10,0.02
gE,12,0.03
bat,5,0.01
fRap,9,0.02
lj2z,6,0.01
lEm,6,0.01
pRA,29,0.06
Rfoz,5,0.01
fe,20,0.04
tEs,8,0.02
mje~,5,0.01
mAk,3,0.01
sam,3,0.01
SEv,4,0.01
RtuR,1,0.0
taS,15,0.03
kaS,10,0.02
mam,4,0.01
ple~t,3,0.01
tRe~t,3,0.01
Rez,4,0.01
Rnu,22,0.05
RmEm,3,0.01
zis,2,0.0
jsEk,1,0.0
bRAt,1,0.0
buR,15,0.03
lpit,5,0.01
lto,1,0.0
skif,7,0.01
ndo,1,0.0
RSE,12,0.03
gut,18,0.04
na,17,0.04
v@n,1,0.0
suS,1,0.0
RvC,2,0.0
l2j,18,0.04
kREp,4,0.01
E,25,0.05
bZE,4,0.01
bOl,3,0.01
taZ,10,0.02
sEt,28,0.06
Zon,2,0.0
Rwe,1,0.0
pjA,2,0.0
mwan,4,0.01
nad,3,0.01
lkC,1,0.0
gRez,3,0.01
Zit,7,0.01
vag,16,0.03
laR,12,0.03
dHi,21,0.04
liz,5,0.01
glas,6,0.01
jiz,2,0.0
jez,5,0.01
bRyn,7,0.01
gRiz,8,0.02
Rpas,4,0.01
fon,8,0.02
siz,11,0.02
t2z,6,0.01
RaR,8,0.02
lve~,6,0.01
tREk,1,0.0
zAt,14,0.03
ngam,1,0.0
tAZ,3,0.01
lOg,4,0.01
Rsi,21,0.04
tHi,1,0.0
bE,40,0.08
pjez,9,0.02
paZ,12,0.03
fRe~z,1,0.0
ROb,10,0.02
Rtil,1,0.0
nHiz,3,0.01
tOn,12,0.03
djAt,1,0.0
9R,9,0.02
Rdid,2,0.0
Rbyt,2,0.0
byt,13,0.03
iR,8,0.02
Ril,8,0.02
dAs,15,0.03
pAs,15,0.03
kte,1,0.0
flE,20,0.04
fAs,26,0.05
gREs,13,0.03
R2z,17,0.04
did,18,0.04
ksit,1,0.0
sit,3,0.01
RZa,3,0.01
stEm,3,0.01
dys,1,0.0
z2R,1,0.0
bRa,31,0.06
gRe~z,1,0.0
pEz,12,0.03
blam,5,0.01
gRi,7,0.01
RlOm,6,0.01
pOk,1,0.0
RRom,4,0.01
Az,2,0.0
gRa,4,0.01
zj9R,1,0.0
fjE,1,0.0
kde,1,0.0
RdOn,4,0.01
tRe~,10,0.02
ZyZ,12,0.03
kEn,1,0.0
Snu,1,0.0
kRat,4,0.01
jAs,3,0.01
nob,2,0.0
SAz,12,0.03
ttEm,6,0.01
fRAs,12,0.03
ltEz,1,0.0
ltE,1,0.0
RmER,7,0.01
spyt,4,0.01
Syt,12,0.03
vut,15,0.03
vej,8,0.02
a,18,0.04
v2t,2,0.0
gREz,2,0.0
RsA,16,0.03
fliZ,1,0.0
Z@,2,0.0
ky,30,0.06
spiR,10,0.02
njAt,4,0.01
aj,4,0.01
pHiz,8,0.02
lZAt,2,0.0
plym,9,0.02
gle,5,0.01
Em,12,0.03
S2z,4,0.01
skyl,22,0.05
fot,17,0.04
tRon,14,0.03
mje,10,0.02
fCt,19,0.04
ttA,14,0.03
pu,8,0.02
Rwad,6,0.01
psAz,1,0.0
sjal,5,0.01
fis,9,0.02
ljez,7,0.01
tEz,10,0.02
ZAb,2,0.0
tOm,16,0.03
fov,17,0.04
lkov,5,0.01
Rob,1,0.0
mwe~z,6,0.01
fly,20,0.04
Sot,2,0.0
y,6,0.01
bla,10,0.02
tEm,8,0.02
jEt,9,0.02
tij,2,0.0
pRiR,1,0.0
Rad,3,0.01
ld9j,1,0.0
RvA,1,0.0
siR,12,0.03
Zim,2,0.0
sa,15,0.03
tiZ,3,0.01
Rd9j,2,0.0
lbuZ,1,0.0
Rbe~,4,0.01
lZuR,6,0.01
ssEt,1,0.0
lwe,1,0.0
lly,1,0.0
fit,2,0.0
dOn,16,0.03
glif,1,0.0
njaZ,3,0.01
g2,10,0.02
Rmyl,1,0.0
myl,1,0.0
Ral,25,0.05
kRul,9,0.02
Rul,13,0.03
zOs,8,0.02
baR,5,0.01
RvER,5,0.01
tiz,8,0.02
Rsat,2,0.0
buS,50,0.1
He,13,0.03
kOl,5,0.01
sid,8,0.02
ki,27,0.06
AS,2,0.0
dtiR,1,0.0
Ryt,3,0.01
fyz,7,0.01
dC,7,0.01
vuz,19,0.04
gREl,7,0.01
noz,5,0.01
Rke,8,0.02
bA,16,0.03
RmEt,4,0.01
RdE,16,0.03
skE,1,0.0
RZ2,2,0.0
dCk,25,0.05
RtER,10,0.02
dyn,2,0.0
mAd,6,0.01
skA,2,0.0
jom,11,0.02
kit,3,0.01
vEz,10,0.02
Rvit,2,0.0
gRat,2,0.0
duz,1,0.0
vuR,4,0.01
S9R,18,0.04
vje~z,7,0.01
vRi,6,0.01
Rba,5,0.01
vOm,1,0.0
blEt,15,0.03
pe~,22,0.05
mot,5,0.01
lym,8,0.02
lzC,8,0.02
Rme~,7,0.01
RRuZ,2,0.0
styR,2,0.0
stez,1,0.0
fHiz,1,0.0
bEk,4,0.01
vwat,10,0.02
moR,6,0.01
ttAz,1,0.0
blC,7,0.01
RkAZ,10,0.02
jAt,22,0.05
nys,7,0.01
psA,8,0.02
fyt,5,0.01
Rdam,2,0.0
gRup,6,0.01
jEz,2,0.0
Sil,4,0.01
kRez,7,0.01
jmEt,1,0.0
kal,2,0.0
fRe~,7,0.01
vREs,8,0.02
zje,13,0.03
ju,7,0.01
nwis,2,0.0
RlER,1,0.0
blAt,6,0.01
sjEZ,7,0.01
jit,2,0.0
kfE,5,0.01
ZEm,10,0.02
pse,5,0.01
ptiv,3,0.01
l2,6,0.01
pCZ,2,0.0
ltER,3,0.01
SAZ,9,0.02
lHe,5,0.01
Rpi,1,0.0
kaj,1,0.0
ROS,15,0.03
Rd2z,1,0.0
muj,2,0.0
vRAZ,1,0.0
kym,18,0.04
floz,3,0.01
ZEz,2,0.0
zez,5,0.01
RbEj,6,0.01
bEj,9,0.02
REz,12,0.03
pRiz,20,0.04
j2z,12,0.03
vEn,9,0.02
RlCz,2,0.0
zEt,10,0.02
fCs,6,0.01
ZC,25,0.05
plAS,4,0.01
tjE,1,0.0
kR2,7,0.01
byR,2,0.0
pOm,3,0.01
vROm,3,0.01
RS9R,9,0.02
RZEs,3,0.01
