Syllabe,Occurrences,Pourcentage
nHaZ,48,0.32
nEZ,8,0.05
dOR,51,0.34
plEn,27,0.18
RdOn,6,0.04
bRa,21,0.14
REl,17,0.11
stER,50,0.33
tiR,28,0.19
ku,14,0.09
gyR,16,0.11
ROn,12,0.08
mEm,85,0.56
niR,68,0.45
ful,14,0.09
tEl,36,0.24
mER,91,0.6
pER,37,0.25
vy,15,0.1
pRiz,3,0.02
pEt,27,0.18
mje~,25,0.17
lam,22,0.15
Rwa,63,0.42
ji,10,0.07
dy,93,0.62
luR,3,0.02
zC,92,0.61
tEt,30,0.2
gliz,12,0.08
Rti,10,0.07
nOR,24,0.16
bOR,34,0.23
Raj,8,0.05
lEj,28,0.19
pwa,15,0.1
je,65,0.43
m9R,44,0.29
nje,4,0.03
Sje~,9,0.06
Rzam,1,0.01
tRin,13,0.09
vRaZ,20,0.13
dRi,6,0.04
Rde,14,0.09
sOR,36,0.24
mwa,86,0.57
ZuR,158,1.05
fy,8,0.05
se~,23,0.15
RiR,71,0.47
bRit,1,0.01
swa,15,0.1
Om,14,0.09
so,5,0.03
k2,3,0.02
Re,83,0.55
Rd9R,3,0.02
fA,18,0.12
vwaR,44,0.29
RmER,5,0.03
sjER,40,0.27
be,11,0.07
tuR,51,0.34
swaR,36,0.24
RnEl,38,0.25
zCd,11,0.07
klu,3,0.02
sj2,93,0.62
Rte,62,0.41
nC,34,0.23
klin,13,0.09
i,8,0.05
pe,36,0.24
lis,37,0.25
Rk9j,15,0.1
pte,9,0.06
spiR,40,0.27
ZjC,3,0.02
sHiv,4,0.03
Ram,7,0.05
vRam,2,0.01
REs,18,0.12
Rnu,8,0.05
RsEl,10,0.07
RkuR,3,0.02
syR,10,0.07
j9R,9,0.06
dam,7,0.05
n9R,35,0.23
RwaR,16,0.11
tRE,6,0.04
sA,95,0.63
pid,29,0.19
tyR,87,0.58
stis,18,0.12
ltER,10,0.07
pOR,24,0.16
sH9R,6,0.04
l9R,68,0.45
twal,26,0.17
saZ,15,0.1
tCd,1,0.01
RE,25,0.17
jE,12,0.08
dut,11,0.07
RmiR,6,0.04
viR,6,0.04
mEn,29,0.19
mik,1,0.01
tRe,18,0.12
flam,58,0.38
tniR,1,0.01
gER,5,0.03
dwa,14,0.09
lwe~,9,0.06
mwaR,31,0.21
tje,42,0.28
Rme,27,0.18
zA,15,0.1
RaR,1,0.01
blo,1,0.01
pRE,9,0.06
RHin,18,0.12
9R,17,0.11
tjEn,14,0.09
ba,43,0.29
gCd,1,0.01
fOR,27,0.18
mni,3,0.02
nj,58,0.38
Rle,5,0.03
pAs,9,0.06
sHi,22,0.15
tam,2,0.01
dtOR,9,0.06
ve~,32,0.21
di,41,0.27
sym,6,0.04
bo,62,0.41
tAt,16,0.11
nEl,9,0.06
mCd,68,0.45
vag,7,0.05
Zil,9,0.06
am,65,0.43
tjER,24,0.16
tiv,22,0.15
RmyR,27,0.18
ble,8,0.05
to,18,0.12
pse,3,0.02
mij,11,0.07
Rdus,1,0.01
jEs,4,0.03
ko,9,0.06
tEs,2,0.01
Rtyn,7,0.05
Rso,11,0.07
po,24,0.16
laZ,13,0.09
Et,11,0.07
tRi,32,0.21
twaR,18,0.12
lgER,4,0.03
t9R,14,0.09
zAs,15,0.1
stAs,41,0.27
SER,17,0.11
vOR,14,0.09
lje,11,0.07
st9R,4,0.03
fCd,29,0.19
SEn,22,0.15
fwa,58,0.38
dtAZ,1,0.01
kup,5,0.03
Zwa,31,0.21
fij,11,0.07
jAt,3,0.02
pAt,9,0.06
kil,5,0.03
spOR,11,0.07
il,1,0.01
mEj,16,0.11
dHi,18,0.12
lin,36,0.24
taR,7,0.05
S9R,9,0.06
fas,21,0.14
plaZ,15,0.1
mAt,14,0.09
lC,21,0.14
tEm,5,0.03
tH2,1,0.01
v2,12,0.08
REn,5,0.03
sme~,2,0.01
zEn,1,0.01
fiR,12,0.08
jA,8,0.05
ze,59,0.39
dEn,2,0.01
e~,4,0.03
bCd,7,0.05
sbos,1,0.01
kRim,13,0.09
fEt,18,0.12
dji,11,0.07
fis,32,0.21
glo,12,0.08
sEs,7,0.05
nys,2,0.01
tREs,5,0.03
Es,1,0.01
Rsy,4,0.03
kRiR,4,0.03
fne,1,0.01
ton,1,0.01
gon,1,0.01
las,17,0.11
vRe,5,0.03
Z2,5,0.03
lA,15,0.1
fjER,2,0.01
kte,6,0.04
RmEs,1,0.01
nEs,11,0.07
s9R,10,0.07
gREs,3,0.02
dREs,12,0.08
Rj2,18,0.12
vER,75,0.5
mj2,2,0.01
lwaR,29,0.19
Rg2j,6,0.04
s9j,11,0.07
puz,1,0.01
blEs,6,0.04
Ri,58,0.38
lon,2,0.01
jER,16,0.11
lHi,55,0.36
Rvi,7,0.05
bRi,15,0.1
plis,16,0.11
lOR,17,0.11
kRe,11,0.07
sAs,49,0.32
fAs,20,0.13
ste~,9,0.06
blim,25,0.17
nim,13,0.09
lEv,29,0.19
REv,18,0.12
Rne,9,0.06
pwaR,16,0.11
lCd,16,0.11
dAt,3,0.02
kul,7,0.05
vOl,12,0.08
Rid,17,0.11
RtEn,6,0.04
tREn,8,0.05
bli,26,0.17
Zu,18,0.12
Su,1,0.01
RnaZ,7,0.05
mEl,9,0.06
Rje~,10,0.07
RtiR,19,0.13
lmEm,2,0.01
ttEm,12,0.08
ziR,18,0.12
lu,13,0.09
pas,10,0.07
mHEt,6,0.04
ZEt,3,0.02
ljER,7,0.05
ktER,7,0.05
daR,2,0.01
bRav,1,0.01
klav,2,0.01
nCs,7,0.05
la,15,0.1
kjEt,1,0.01
lte,3,0.02
RaZ,33,0.22
kCd,17,0.11
SiR,15,0.1
tim,6,0.04
fRC,12,0.08
dEm,4,0.03
dmiR,5,0.03
mi,38,0.25
gid,7,0.05
stEs,9,0.06
vREs,6,0.04
sje,4,0.03
En,4,0.03
Rte~,8,0.05
gRCd,11,0.07
das,4,0.03
RlCd,8,0.05
pREm,39,0.26
sim,24,0.16
Rde~,3,0.02
Rpe,4,0.03
Rdy,23,0.15
de,29,0.19
sE,13,0.09
Rni,8,0.05
SaR,2,0.01
aZ,23,0.15
lER,32,0.21
kHis,1,0.01
RuS,3,0.02
buS,17,0.11
skyR,30,0.2
nOm,13,0.09
zaR,14,0.09
lEm,17,0.11
mAs,29,0.19
pRu,2,0.01
flOt,6,0.04
lOt,3,0.02
knu,1,0.01
tus,9,0.06
d9j,10,0.07
fRaZ,4,0.03
vut,18,0.12
taZ,28,0.19
gREt,2,0.01
lE,21,0.14
As,2,0.01
stal,6,0.04
tal,15,0.1
bRaZ,18,0.12
R2,10,0.07
vin,31,0.21
miR,7,0.05
nj2,4,0.03
Roz,16,0.11
lpyR,2,0.01
kloz,4,0.03
poz,14,0.09
Soz,10,0.07
vEj,31,0.21
tje~,20,0.13
R9R,14,0.09
sOn,6,0.04
te~t,4,0.03
ple~t,1,0.01
fl9R,27,0.18
k9R,29,0.19
plOR,8,0.05
jiR,7,0.05
RpyR,3,0.02
RZil,8,0.05
lH9R,6,0.04
lym,6,0.04
fe~,19,0.13
ma,10,0.07
Rut,15,0.1
stA,16,0.11
bEs,4,0.03
glas,7,0.05
mid,4,0.03
lid,1,0.01
lyR,1,0.01
jOn,8,0.05
tHER,8,0.05
kaZ,2,0.01
va,7,0.05
pEn,13,0.09
bEn,1,0.01
Cd,7,0.05
RvER,2,0.01
tC,13,0.09
stC,2,0.01
sER,16,0.11
Re~,14,0.09
Rsim,3,0.02
njOR,9,0.06
gut,11,0.07
Rdo,5,0.03
pRi,28,0.19
pi,15,0.1
Ze,32,0.21
nis,9,0.06
tis,3,0.02
kla,3,0.02
ZAs,23,0.15
jAs,2,0.01
RsOR,1,0.01
RzCd,1,0.01
bal,2,0.01
mis,4,0.03
fRER,12,0.08
RHi,11,0.07
f2,11,0.07
g2,1,0.01
tREt,2,0.01
d9R,32,0.21
kREt,5,0.03
zil,13,0.09
Rtil,2,0.01
gzal,2,0.01
nal,1,0.01
pe~,17,0.11
pEl,19,0.13
dEl,11,0.07
pHi,12,0.08
ltCb,1,0.01
tCb,25,0.17
zid,1,0.01
ste,8,0.05
de~,6,0.04
RyR,3,0.02
o,13,0.09
bAt,1,0.01
pRe~t,4,0.03
se~t,13,0.09
taj,11,0.07
klER,7,0.05
fRA,2,0.01
fe,8,0.05
lAt,4,0.03
Ro,13,0.09
RlAs,1,0.01
El,16,0.11
gal,4,0.03
lik,9,0.06
stik,12,0.08
Swa,5,0.03
Zik,1,0.01
kRit,3,0.02
sAd,4,0.03
tAd,4,0.03
lHid,1,0.01
lHiR,3,0.02
lliR,1,0.01
fam,38,0.25
RfE,5,0.03
SEv,6,0.04
Ras,8,0.05
styR,4,0.03
gRa,1,0.01
gaZ,10,0.07
ZyR,3,0.02
glAt,1,0.01
vAt,2,0.01
mnC,1,0.01
Ry,10,0.07
ty,32,0.21
f9j,3,0.02
ky,9,0.06
fAt,4,0.03
zAt,3,0.02
diz,1,0.01
bRiz,11,0.07
blik,3,0.02
Rtik,7,0.05
ER,2,0.01
REt,9,0.06
nu,44,0.29
dAs,28,0.19
byR,4,0.03
iR,3,0.02
nzel,1,0.01
psAt,3,0.02
gRas,13,0.09
kuS,17,0.11
fi,18,0.12
bil,8,0.05
plCZ,4,0.03
sCZ,5,0.03
lEs,6,0.04
lyn,3,0.02
RmEj,9,0.06
vej,10,0.07
mjEn,7,0.05
bRas,5,0.03
plCb,1,0.01
lCb,3,0.02
glis,3,0.02
zuR,1,0.01
pje,7,0.05
zAZ,10,0.07
kut,8,0.05
njaZ,2,0.01
gRiz,4,0.03
nwaR,16,0.11
bit,7,0.05
vit,8,0.05
RZe,2,0.01
dR2z,1,0.01
kR2z,1,0.01
siz,6,0.04
blEm,14,0.09
bje~,8,0.05
Rsu,1,0.01
tu,1,0.01
flE,1,0.01
Rit,3,0.02
nit,5,0.03
ly,9,0.06
tik,17,0.11
bjER,8,0.05
ti,20,0.13
fliZ,1,0.01
pj2,4,0.03
mAS,4,0.03
blAS,14,0.09
sHit,1,0.01
pyR,21,0.14
lkuR,1,0.01
paZ,10,0.07
tuS,2,0.01
v9R,3,0.02
j2,3,0.02
OR,6,0.04
paj,2,0.01
Rmo,2,0.01
luz,6,0.04
dtER,2,0.01
d2,8,0.05
gREv,7,0.05
lOn,3,0.02
lZuR,2,0.01
bEl,6,0.04
s2R,9,0.06
bas,1,0.01
myR,11,0.07
tREj,2,0.01
dwaR,1,0.01
ROb,2,0.01
RsE,5,0.03
vaR,3,0.02
sje~,8,0.05
RtaZ,4,0.03
lkAZ,1,0.01
RmCd,2,0.01
Rvu,5,0.03
klam,9,0.06
p2,5,0.03
nCd,17,0.11
Rdit,2,0.01
dit,2,0.01
Ris,6,0.04
twi,1,0.01
Zwi,3,0.02
sd2,3,0.02
dt2,5,0.03
vAs,11,0.07
njC,2,0.01
sal,5,0.03
RvEj,8,0.05
RbEj,2,0.01
smA,1,0.01
RCd,1,0.01
RmA,9,0.06
Em,8,0.05
sfE,2,0.01
fE,6,0.04
dtEl,9,0.06
kaR,2,0.01
szEm,2,0.01
ple,4,0.03
klo,7,0.05
dE,5,0.03
lo,12,0.08
Rlo,1,0.01
fHit,2,0.01
kit,2,0.01
sjEn,5,0.03
RpE,1,0.01
tRAS,3,0.02
stoR,1,0.01
fym,8,0.05
kym,8,0.05
Rbo,1,0.01
jaR,4,0.03
Rse,20,0.13
dRal,2,0.01
kRal,1,0.01
nj9R,25,0.17
diR,13,0.09
nER,12,0.08
min,11,0.07
kRul,3,0.02
mul,3,0.02
viz,2,0.01
tEn,6,0.04
Rty,19,0.13
byz,5,0.03
skyz,2,0.01
Rdi,8,0.05
swe~,4,0.03
RmAt,5,0.03
lfCd,1,0.01
Zwe,1,0.01
ZEs,10,0.07
klOm,1,0.01
sOm,14,0.09
zaj,1,0.01
nik,2,0.01
zit,3,0.02
mon,2,0.01
tRon,1,0.01
Rno,1,0.01
psAs,6,0.04
Rve,1,0.01
gzil,4,0.03
skad,1,0.01
RSe,9,0.06
glEv,5,0.03
dus,8,0.05
mus,7,0.05
SAt,2,0.01
dom,3,0.02
jom,6,0.04
RpAt,2,0.01
pjEZ,3,0.02
tys,2,0.01
lAS,5,0.03
bR9v,4,0.03
Rn9v,1,0.01
ktyR,2,0.01
RtyR,3,0.02
fC,14,0.09
viv,9,0.06
stil,1,0.01
dA,5,0.03
RdA,6,0.04
Ral,1,0.01
nyt,1,0.01
Syt,2,0.01
niS,2,0.01
sy,7,0.05
nap,1,0.01
gRap,1,0.01
tRik,1,0.01
ZA,6,0.04
RZA,5,0.03
ZEm,4,0.03
pC,7,0.05
tym,2,0.01
u,1,0.01
blOk,1,0.01
SOk,2,0.01
Rmij,2,0.01
klOS,3,0.02
ROS,3,0.02
RdE,5,0.03
maj,1,0.01
SE,4,0.03
kpCd,1,0.01
Rkyt,1,0.01
lsiv,3,0.02
bu,5,0.03
RSC,1,0.01
SC,1,0.01
RliR,1,0.01
RlE,2,0.01
blE,1,0.01
RmEm,5,0.03
dis,2,0.01
ke~,3,0.02
RSE,2,0.01
myn,5,0.03
kyn,3,0.02
Sas,1,0.01
vR9j,1,0.01
bREZ,1,0.01
RzEl,5,0.03
lk9j,1,0.01
gROt,3,0.02
gRe~,4,0.03
zOn,2,0.01
Zy,1,0.01
Hit,1,0.01
bla,1,0.01
tRAZ,7,0.05
sol,2,0.01
pol,2,0.01
tin,5,0.03
fRap,1,0.01
Sap,1,0.01
zik,1,0.01
taS,3,0.02
RaS,1,0.01
kwa,5,0.03
dan,3,0.02
fan,8,0.05
Rsil,1,0.01
sil,3,0.02
bOl,13,0.09
Ol,1,0.01
no,2,0.01
plEs,1,0.01
nAs,2,0.01
blA,8,0.05
ROk,1,0.01
suR,2,0.01
bAd,2,0.01
RlAd,2,0.01
bREz,2,0.01
lEz,2,0.01
bRAS,5,0.03
Zit,3,0.02
nwa,9,0.06
Rdis,1,0.01
doR,1,0.01
tRo,2,0.01
t9j,1,0.01
l2j,4,0.03
lwEt,1,0.01
plym,1,0.01
n9v,3,0.02
fl9v,3,0.02
RdiR,1,0.01
kwe,2,0.01
nwe,2,0.01
ljan,1,0.01
muS,2,0.01
fwe~,2,0.01
ple~,3,0.02
plE,3,0.02
SEl,3,0.02
Rfaz,1,0.01
RC,7,0.05
tiZ,2,0.01
ltiZ,1,0.01
dtE,2,0.01
fRE,3,0.02
RtA,2,0.01
Rj9R,4,0.03
szA,1,0.01
Ryd,5,0.03
kij,5,0.03
kC,2,0.01
dRam,4,0.03
ktiv,1,0.01
dRE,1,0.01
vAZ,2,0.01
tEZ,4,0.03
Ril,4,0.03
Rfas,3,0.02
vj2,1,0.01
RtE,2,0.01
zwe~,5,0.03
kRut,1,0.01
mas,1,0.01
gmAt,1,0.01
fal,2,0.01
pCs,5,0.03
vis,6,0.04
gy,1,0.01
al,1,0.01
Rpam,1,0.01
vRiR,4,0.03
pAS,1,0.01
tAS,1,0.01
jo,1,0.01
gRAd,2,0.01
zEm,4,0.03
mal,2,0.01
koz,2,0.01
RvAt,1,0.01
pu,7,0.05
Rvis,4,0.03
tHe,3,0.02
kuv,1,0.01
dC,7,0.05
le~,1,0.01
spA,2,0.01
kOl,2,0.01
fEs,2,0.01
pus,2,0.01
RnEz,2,0.01
pEz,2,0.01
lpa,1,0.01
fje,17,0.11
RpOR,1,0.01
Som,4,0.03
tREl,1,0.01
bwaR,2,0.01
dHiR,6,0.04
laS,2,0.01
RiZ,2,0.01
diZ,4,0.03
saS,2,0.01
kaS,3,0.02
lm9R,1,0.01
mAd,3,0.02
n9,1,0.01
dyR,1,0.01
vil,6,0.04
A,12,0.08
moR,4,0.03
vRAs,2,0.01
Rto,1,0.01
fo,3,0.02
Ru,8,0.05
gRi,3,0.02
dal,2,0.01
sup,1,0.01
RlaZ,1,0.01
kle,1,0.01
RmOR,2,0.01
fjEl,4,0.03
dHit,1,0.01
lEZ,2,0.01
Ct,3,0.02
lyd,3,0.02
nwiR,4,0.03
dto,8,0.05
spER,8,0.05
psu,1,0.01
So,1,0.01
zu,1,0.01
klut,1,0.01
ta,5,0.03
lvER,4,0.03
sOl,5,0.03
lOm,10,0.07
dje~,1,0.01
sfEm,9,0.06
jat,1,0.01
blER,1,0.01
Ryz,2,0.01
ja,1,0.01
pja,1,0.01
tRe~t,3,0.02
na,2,0.01
RpA,1,0.01
bZyR,1,0.01
RZyR,2,0.01
fRiR,6,0.04
fRAs,9,0.06
RbC,1,0.01
vjEn,3,0.02
Rs9l,1,0.01
Z9n,1,0.01
Z2n,1,0.01
jpyR,1,0.01
spi,1,0.01
gu,1,0.01
staz,5,0.03
Rse~,2,0.01
pR2,1,0.01
pR9v,5,0.03
v9v,2,0.01
mil,3,0.02
RniR,6,0.04
njaR,1,0.01
gRE,5,0.03
kRiv,1,0.01
lys,1,0.01
SA,18,0.12
giz,2,0.01
pit,2,0.01
twaz,1,0.01
dwaz,1,0.01
SEt,1,0.01
fin,1,0.01
dyl,2,0.01
kyl,5,0.03
klE,2,0.01
RZEl,1,0.01
suS,1,0.01
plAS,1,0.01
fRAd,2,0.01
tiz,1,0.01
pRe,3,0.02
bEj,2,0.01
RdC,5,0.03
bRyl,1,0.01
Rkyl,1,0.01
zwaR,1,0.01
vaj,1,0.01
Rl9R,1,0.01
vaz,4,0.03
jis,1,0.01
Rwas,2,0.01
gwas,2,0.01
d2j,5,0.03
@,1,0.01
my,3,0.02
tRC,2,0.01
gHij,2,0.01
vyR,1,0.01
doz,1,0.01
lpit,3,0.02
Ra,4,0.03
sti,2,0.01
j2R,2,0.01
py,3,0.02
Rin,2,0.01
yn,1,0.01
zym,1,0.01
fly,4,0.03
RtER,6,0.04
ul,1,0.01
kRaz,3,0.02
lnEZ,1,0.01
iz,2,0.01
plin,1,0.01
RdaZ,2,0.01
miz,1,0.01
tRER,1,0.01
pam,1,0.01
zjC,5,0.03
lje~,3,0.02
djA,2,0.01
tRaj,3,0.02
RCp,1,0.01
mam,2,0.01
nj9l,1,0.01
Zwis,1,0.01
Zis,1,0.01
dtu,1,0.01
sHER,2,0.01
van,1,0.01
skuR,3,0.02
dR2,2,0.01
pREn,1,0.01
fuR,1,0.01
Rv2,2,0.01
pROS,2,0.01
E,1,0.01
sEj,1,0.01
fjAs,2,0.01
mwe~,4,0.03
Rmyl,1,0.01
RdAt,1,0.01
bRaz,3,0.02
nas,2,0.01
Rom,4,0.03
RtCb,2,0.01
kCb,6,0.04
kA,1,0.01
liz,1,0.01
ban,1,0.01
tRup,1,0.01
gRup,1,0.01
RlER,2,0.01
Rol,1,0.01
stiZ,1,0.01
RRut,2,0.01
kEl,3,0.02
fRCd,1,0.01
2j,1,0.01
stEm,4,0.03
pRA,4,0.03
gRA,8,0.05
bi,6,0.04
kyz,3,0.02
Rma,1,0.01
Ryn,1,0.01
RnE,1,0.01
nHa,2,0.01
RjE,1,0.01
nA,2,0.01
ot,2,0.01
fot,2,0.01
tAs,1,0.01
sit,1,0.01
RvOl,1,0.01
Rt9R,1,0.01
plAt,4,0.03
kaj,3,0.02
myl,1,0.01
RfER,1,0.01
Rs9j,1,0.01
tig,1,0.01
bRig,1,0.01
Rviv,2,0.01
dtCd,2,0.01
zy,1,0.01
mEd,1,0.01
Ed,1,0.01
dHiz,1,0.01
ROs,1,0.01
nOs,1,0.01
ltyR,1,0.01
bOn,1,0.01
RsOn,2,0.01
tut,2,0.01
dRe,2,0.01
kCt,1,0.01
RZ2,2,0.01
bl2,1,0.01
vEn,2,0.01
e,2,0.01
siR,1,0.01
gam,1,0.01
Zi,2,0.01
RZi,2,0.01
Rj2z,2,0.01
Riz,1,0.01
sid,2,0.01
ttA,2,0.01
dOl,1,0.01
fAZ,2,0.01
RjEl,1,0.01
sev,2,0.01
lbC,1,0.01
baz,1,0.01
skyl,1,0.01
RbOR,1,0.01
pal,1,0.01
Si,4,0.03
nij,1,0.01
sij,1,0.01
nAt,1,0.01
Rtus,1,0.01
SAZ,5,0.03
AZ,1,0.01
Rmil,2,0.01
til,3,0.02
pin,5,0.03
Zin,2,0.01
t2R,3,0.02
Rdif,1,0.01
tif,2,0.01
pREt,2,0.01
pAd,1,0.01
Rta,1,0.01
tE,1,0.01
ktE,1,0.01
kid,1,0.01
RtuR,1,0.01
did,2,0.01
je~,2,0.01
spE,2,0.01
do,1,0.01
kle~,1,0.01
sfER,6,0.04
pRis,5,0.03
C,2,0.01
glC,1,0.01
sEv,1,0.01
taf,2,0.01
oz,1,0.01
plan,1,0.01
liv,2,0.01
zin,1,0.01
lmiR,1,0.01
ZwiR,1,0.01
ZC,1,0.01
RZER,2,0.01
lne,1,0.01
ki,2,0.01
dRC,2,0.01
ksim,1,0.01
Sis,3,0.02
boR,1,0.01
tR2,2,0.01
nw2,1,0.01
dmi,1,0.01
RfEt,1,0.01
ptiv,3,0.02
sCd,1,0.01
RfAZ,1,0.01
pRim,1,0.01
vRE,1,0.01
Ruj,1,0.01
puj,2,0.01
jyR,1,0.01
man,1,0.01
Zgin,1,0.01
naj,1,0.01
go,1,0.01
pj2z,1,0.01
Rfid,2,0.01
RkAZ,2,0.01
djal,1,0.01
pEs,1,0.01
pliR,1,0.01
bR2,1,0.01
sa,2,0.01
sEn,1,0.01
glA,1,0.01
sjEZ,1,0.01
tRiR,1,0.01
skif,2,0.01
p9R,1,0.01
vE,3,0.02
lyz,1,0.01
lsOR,1,0.01
nHiR,1,0.01
RHiR,3,0.02
mCt,2,0.01
fRCt,2,0.01
RjA,1,0.01
klat,1,0.01
Rlat,1,0.01
RHiz,1,0.01
lbOR,1,0.01
ldOR,1,0.01
fCs,1,0.01
lRyd,1,0.01
Rkad,1,0.01
Rku,1,0.01
z2,1,0.01
blis,1,0.01
spAd,1,0.01
bRik,1,0.01
tOR,1,0.01
fuj,1,0.01
kOm,1,0.01
RlOm,1,0.01
lfil,1,0.01
lwAZ,3,0.02
bC,3,0.02
loR,1,0.01
noR,1,0.01
dRis,1,0.01
RER,2,0.01
kyR,1,0.01
szyz,1,0.01
giR,1,0.01
goR,2,0.01
stin,1,0.01
gAZ,1,0.01
tREm,1,0.01
sis,1,0.01
RbaR,1,0.01
gmA,1,0.01
RmCt,1,0.01
pCZ,1,0.01
dyn,1,0.01
Rod,1,0.01
Sod,1,0.01
lRul,1,0.01
Rat,1,0.01
tom,1,0.01
tRav,1,0.01
dEs,2,0.01
R2z,2,0.01
fHiR,1,0.01
Zj2,1,0.01
kRe~t,1,0.01
lviR,1,0.01
RZuR,1,0.01
aR,1,0.01
Rvil,1,0.01
tRAp,1,0.01
lAp,1,0.01
RviR,1,0.01
ke,2,0.01
bRe,1,0.01
mos,1,0.01
tREv,1,0.01
